datetime,lat,long,n_satellites,temp_C,rh,CO2_ppm,particles03um,particles05um,particles10um,particles25um,particles50um,particles100um
10/28/2024_18:41:47,40.785065,-73.95163,4,14.5,41.4,478,789,246,16,0,0,0
10/28/2024_18:41:52,40.785065,-73.95163,4,14.5,41.5,479,693,213,9,0,0,0
10/28/2024_18:41:57,40.785049,-73.95166,4,14.5,41.6,482,630,193,9,0,0,0
10/28/2024_18:42:02,40.785126,-73.95163,4,14.5,41.7,490,633,194,10,0,0,0
10/28/2024_18:42:07,40.78508,-73.951599,4,14.5,41.7,489,624,195,16,0,0,0
10/28/2024_18:42:12,40.785049,-73.951538,4,14.4,41.8,496,573,178,16,0,0,0
10/28/2024_18:42:17,40.785065,-73.951416,4,14.5,41.9,485,645,203,16,0,0,0
10/28/2024_18:42:22,40.785065,-73.951355,4,14.5,41.9,486,636,199,15,0,0,0
10/28/2024_18:42:27,40.784988,-73.951294,4,14.4,42,490,660,206,13,2,1,0
10/28/2024_18:42:32,40.784927,-73.951233,4,14.3,42.1,489,657,200,18,2,1,0
10/28/2024_18:42:37,40.784897,-73.951172,4,14.3,42.3,491,615,189,14,2,1,0
10/28/2024_18:42:42,40.784882,-73.951111,4,14.3,42.4,490,588,180,15,0,0,0
10/28/2024_18:42:47,40.784851,-73.95105,4,14.2,42.5,493,549,168,8,0,0,0
10/28/2024_18:42:52,40.784836,-73.950928,4,14.2,42.6,501,540,163,6,0,0,0
10/28/2024_18:42:57,40.784836,-73.950867,4,14.1,42.7,503,543,166,5,0,0,0
10/28/2024_18:43:02,40.784851,-73.950775,4,14,42.9,503,561,176,4,0,0,0
10/28/2024_18:43:07,40.784805,-73.950714,4,13.9,43.1,501,624,190,5,0,0,0
10/28/2024_18:43:12,40.78476,-73.950653,4,13.9,43.2,500,624,189,7,0,0,0
10/28/2024_18:43:17,40.784744,-73.950592,4,14,43.2,500,654,200,13,1,1,0
10/28/2024_18:43:22,40.784714,-73.9505,4,14.1,43.2,500,633,198,25,1,1,0
10/28/2024_18:43:27,40.784698,-73.950409,3,14.2,43.2,508,543,171,26,1,1,0
10/28/2024_18:43:32,40.784653,-73.950378,4,14.3,43,508,537,163,20,0,0,0
10/28/2024_18:43:37,40.784607,-73.950287,3,14.4,42.7,507,555,165,16,0,0,0
10/28/2024_18:43:42,40.784592,-73.950226,4,14.5,42.5,497,516,149,11,0,0,0
10/28/2024_18:43:47,40.784546,-73.950195,4,14.7,42.4,568,645,193,25,1,0,0
10/28/2024_18:43:52,40.784409,-73.950195,4,15,42.1,569,576,180,27,2,1,0
10/28/2024_18:43:57,40.784378,-73.950134,4,15.1,41.9,567,795,252,37,2,1,0
10/28/2024_18:44:02,40.784393,-73.950073,4,15.1,41.8,559,903,283,37,2,1,0
10/28/2024_18:44:07,40.784454,-73.950012,4,15,41.7,550,891,276,29,0,0,0
10/28/2024_18:44:12,40.784515,-73.949982,4,15.2,41.5,540,1116,328,28,0,0,0
10/28/2024_18:44:17,40.784592,-73.949951,4,15.2,41.4,535,1032,300,29,0,0,0
10/28/2024_18:44:22,40.784653,-73.949921,4,15.1,41.4,494,1014,299,21,0,0,0
10/28/2024_18:44:27,40.784683,-73.94986,4,14.9,41.4,481,783,231,14,0,0,0
10/28/2024_18:44:32,40.78476,-73.949738,4,14.7,41.6,477,696,212,10,0,0,0
10/28/2024_18:44:37,40.784668,-73.949371,4,14.6,41.7,477,735,221,11,2,0,0
10/28/2024_18:44:42,40.784729,-73.949249,4,14.5,41.8,480,789,240,18,2,0,0
10/28/2024_18:44:47,40.78508,-73.949158,4,14.3,41.9,483,822,255,31,3,0,0
10/28/2024_18:44:52,40.785324,-73.949158,4,14.1,42.1,485,828,256,33,1,0,0
10/28/2024_18:44:57,40.785385,-73.949219,4,13.9,42.2,484,837,253,37,2,0,0
10/28/2024_18:45:02,40.785583,-73.949249,3,13.9,42.3,486,843,254,44,3,0,0
10/28/2024_18:45:07,40.785538,-73.949219,4,13.9,42.2,486,975,295,42,2,0,0
10/28/2024_18:45:12,40.785385,-73.949127,3,14,42.1,484,1221,366,57,6,0,0
10/28/2024_18:45:17,40.785294,-73.94928,3,14,41.9,484,1338,402,76,8,0,0
10/28/2024_18:45:22,40.785339,-73.949402,4,14.1,41.7,485,1533,460,91,8,0,0
10/28/2024_18:45:27,40.7854,-73.949493,5,14.2,41.5,484,1593,485,98,9,1,0
10/28/2024_18:45:32,40.785461,-73.949554,5,14.2,41.4,493,1584,487,72,2,1,0
10/28/2024_18:45:37,40.785492,-73.949615,5,14.2,41.3,495,1470,453,58,3,1,0
10/28/2024_18:45:42,40.785492,-73.949707,5,14.2,41.2,506,1386,429,53,5,0,0
10/28/2024_18:45:47,40.785431,-73.949799,5,14.3,41.3,505,1218,380,48,5,0,0
10/28/2024_18:45:52,40.78537,-73.94989,5,14.3,41.1,502,1197,372,55,5,0,0
10/28/2024_18:45:57,40.785278,-73.950043,5,14.3,41,504,1155,359,49,1,0,0
10/28/2024_18:46:02,40.785248,-73.950104,4,14.4,40.9,508,1221,376,52,0,0,0
10/28/2024_18:46:07,40.785217,-73.950195,5,14.4,40.9,515,1290,398,50,2,0,0
10/28/2024_18:46:12,40.785187,-73.950287,5,14.4,40.9,531,1239,384,51,3,0,0
10/28/2024_18:46:17,40.785202,-73.950287,5,14.5,40.8,529,1170,368,42,3,0,0
10/28/2024_18:46:22,40.785263,-73.950287,5,14.5,40.7,527,1134,359,45,3,0,0
10/28/2024_18:46:27,40.78537,-73.950226,5,14.6,40.7,516,1146,359,37,1,0,0
10/28/2024_18:46:32,40.785461,-73.950256,5,14.7,40.6,525,1149,361,43,1,0,0
10/28/2024_18:46:37,40.785538,-73.950317,5,14.8,40.6,528,1236,383,49,0,0,0
10/28/2024_18:46:42,40.785629,-73.950378,5,15,40.6,527,1215,376,48,0,0,0
10/28/2024_18:46:47,40.78566,-73.950439,5,15.1,40.3,527,1293,403,52,0,0,0
10/28/2024_18:46:52,40.78566,-73.950531,5,15.2,40,528,1218,384,42,0,0,0
10/28/2024_18:46:57,40.78569,-73.950592,5,15.4,39.7,535,1242,385,43,0,0,0
10/28/2024_18:47:02,40.785706,-73.950623,5,15.5,39.4,533,1329,407,64,3,1,0
10/28/2024_18:47:07,40.785706,-73.950684,5,15.7,39.3,531,1407,429,75,6,1,0
10/28/2024_18:47:12,40.785706,-73.950775,5,15.8,39,532,1614,497,81,7,1,0
10/28/2024_18:47:17,40.78569,-73.950806,5,15.9,38.8,527,1707,534,72,4,0,0
10/28/2024_18:47:22,40.78569,-73.950836,6,16.1,38.8,529,1686,532,73,10,0,0
10/28/2024_18:47:27,40.785706,-73.950897,6,16.1,38.6,529,1479,464,47,7,0,0
10/28/2024_18:47:32,40.785706,-73.950897,6,16.4,38.2,513,1293,399,49,7,0,0
10/28/2024_18:47:37,40.785706,-73.950897,6,16.8,37.7,512,1281,403,40,4,0,0
10/28/2024_18:47:42,40.785706,-73.950897,6,17.1,37.3,497,1329,414,41,3,0,0
10/28/2024_18:47:47,40.785706,-73.950958,6,17.3,36.9,498,1491,461,46,3,0,0
10/28/2024_18:47:52,40.785736,-73.951019,6,17.5,36.5,498,1722,535,61,3,0,0
10/28/2024_18:47:57,40.785797,-73.95108,6,17.7,36.3,494,1644,508,62,3,0,0
10/28/2024_18:48:02,40.785797,-73.951141,6,17.8,36.1,465,1635,502,69,0,0,0
10/28/2024_18:48:07,40.785782,-73.951233,6,17.8,36.1,452,1518,470,70,3,0,0
10/28/2024_18:48:12,40.785797,-73.951294,6,17.7,36,454,1398,438,67,4,0,0
10/28/2024_18:48:17,40.785828,-73.951324,5,17.6,36.1,518,1341,420,54,4,0,0
10/28/2024_18:48:22,40.786011,-73.951294,5,17.6,36.2,516,1476,466,75,9,0,0
10/28/2024_18:48:27,40.786194,-73.951294,5,17.5,36.4,516,1524,475,109,21,1,0
10/28/2024_18:48:32,40.786255,-73.951324,5,17.4,36.5,519,1353,424,98,15,0,0
10/28/2024_18:48:37,40.786301,-73.951355,5,17.4,36.6,527,1377,427,102,9,0,0
10/28/2024_18:48:42,40.786346,-73.951385,5,17.4,36.9,528,1371,417,100,11,0,0
10/28/2024_18:48:47,40.786362,-73.951416,5,17.4,37.1,531,1200,360,73,9,0,0
10/28/2024_18:48:52,40.786423,-73.951447,5,17.5,37.4,530,1239,373,72,6,0,0
10/28/2024_18:48:57,40.786423,-73.951508,5,17.5,37.5,530,1209,362,59,4,0,0
10/28/2024_18:49:02,40.786407,-73.951569,5,17.6,37.3,554,1224,371,62,2,1,0
10/28/2024_18:49:07,40.786377,-73.95166,6,17.7,37.8,611,1206,372,57,1,1,0
10/28/2024_18:49:12,40.786377,-73.951721,6,17.7,37.7,615,1092,342,38,1,1,0
10/28/2024_18:49:17,40.786316,-73.951813,6,17.7,37.6,615,1095,345,43,1,1,0
10/28/2024_18:49:22,40.786301,-73.951904,6,17.6,37.3,608,1260,388,51,1,1,0
10/28/2024_18:49:27,40.786316,-73.951935,6,17.6,37.4,647,1305,388,51,2,1,0
10/28/2024_18:49:32,40.786377,-73.951965,6,17.5,37.4,659,1212,357,45,2,1,0
10/28/2024_18:49:37,40.786423,-73.951965,6,17.3,37.3,665,1209,356,52,1,0,0
10/28/2024_18:49:42,40.786453,-73.951996,6,17.2,37.3,668,1089,322,51,1,0,0
10/28/2024_18:49:47,40.786499,-73.952026,6,17.2,37.5,702,1062,330,48,0,0,0
10/28/2024_18:49:52,40.78653,-73.952087,6,17.2,38,724,1182,366,50,1,1,0
10/28/2024_18:49:57,40.78656,-73.952118,6,17.1,38,748,1176,364,57,2,2,1
10/28/2024_18:50:02,40.786545,-73.952179,6,17.1,37.7,747,2346,717,101,3,2,1
10/28/2024_18:50:07,40.786575,-73.95224,6,17.1,37.6,746,2838,857,125,5,0,0
10/28/2024_18:50:12,40.786591,-73.95224,6,17.1,37.4,746,1689,520,96,6,0,0
10/28/2024_18:50:17,40.786591,-73.95224,6,17.2,37.5,765,1338,419,70,3,0,0
10/28/2024_18:50:22,40.786636,-73.952271,6,17.2,37.5,765,1437,450,81,3,0,0
10/28/2024_18:50:27,40.786667,-73.952271,6,17.3,37.4,762,1551,480,80,3,0,0
10/28/2024_18:50:32,40.786652,-73.952301,6,17.4,37.4,746,2031,628,110,8,1,0
10/28/2024_18:50:37,40.786621,-73.952332,6,17.4,37.5,734,3471,1065,169,22,2,0
10/28/2024_18:50:42,40.786621,-73.952332,6,17.3,37.3,716,3075,943,156,18,1,0
10/28/2024_18:50:47,40.786621,-73.952332,6,17.3,37.2,717,1890,584,92,5,1,0
10/28/2024_18:50:52,40.786621,-73.952332,6,17.4,37,689,1341,414,67,0,0,0
10/28/2024_18:50:57,40.786606,-73.952301,6,17.3,36.9,663,1158,357,50,0,0,0
10/28/2024_18:51:02,40.786621,-73.952332,6,17.1,36.9,659,1029,319,41,0,0,0
10/28/2024_18:51:07,40.786667,-73.952301,5,16.9,36.9,659,978,300,33,0,0,0
10/28/2024_18:51:12,40.786667,-73.952301,6,16.8,36.9,657,942,286,27,0,0,0
10/28/2024_18:51:17,40.786697,-73.952301,6,16.7,37,650,933,281,18,2,0,0
10/28/2024_18:51:22,40.786682,-73.952301,6,16.8,37.1,647,1017,306,29,2,0,0
10/28/2024_18:51:27,40.786682,-73.952301,6,16.8,37,631,1005,299,41,3,1,0
10/28/2024_18:51:32,40.786667,-73.952301,6,16.8,36.8,626,990,295,45,1,1,0
10/28/2024_18:51:37,40.786652,-73.952301,5,16.8,36.6,608,1002,294,39,1,1,0
10/28/2024_18:51:42,40.786636,-73.952332,6,16.8,36.5,595,969,292,26,1,1,0
10/28/2024_18:51:47,40.786606,-73.952362,6,17.1,36.6,549,1110,333,19,1,1,0
10/28/2024_18:51:52,40.786575,-73.952362,6,17.2,36.4,548,1101,332,20,1,1,0
10/28/2024_18:51:57,40.78656,-73.952545,6,17.3,36.4,514,1068,324,17,1,1,0
10/28/2024_18:52:02,40.78656,-73.952545,4,17.4,36.2,515,981,303,19,1,1,0
10/28/2024_18:57:13,40.78714,-73.952515,5,20.2,34.8,977,711,224,24,0,0,0
10/28/2024_18:57:18,40.787125,-73.952454,6,20.1,34.5,907,756,240,16,0,0,0
10/28/2024_18:57:23,40.787216,-73.952393,6,19.9,34.2,884,762,247,21,0,0,0
10/28/2024_18:57:28,40.787598,-73.952271,6,19.9,34,874,729,234,15,0,0,0
10/28/2024_18:57:33,40.787552,-73.952209,6,19.9,33.9,835,762,239,21,0,0,0
10/28/2024_18:57:38,40.787476,-73.952148,6,19.7,33.7,836,780,240,25,1,0,0
10/28/2024_18:57:43,40.78743,-73.952118,6,19.3,33.6,816,873,271,37,1,0,0
10/28/2024_18:57:48,40.787399,-73.952057,6,19.2,33.6,792,957,295,33,1,0,0
10/28/2024_18:57:53,40.78743,-73.952026,6,19.1,33.5,793,894,277,27,1,0,0
10/28/2024_18:57:58,40.78743,-73.951996,6,19.1,33.4,760,861,257,14,0,0,0
10/28/2024_18:58:03,40.787338,-73.951965,6,19.1,33.2,742,879,256,16,1,1,0
10/28/2024_18:58:08,40.787308,-73.951935,6,19.1,33.1,735,789,229,22,1,1,0
10/28/2024_18:58:13,40.787277,-73.951935,6,18.9,33,738,798,228,29,1,1,0
10/28/2024_18:58:18,40.787262,-73.951904,6,18.6,33.2,715,687,202,28,1,1,0
10/28/2024_18:58:23,40.787262,-73.951904,6,18.4,33.2,692,747,226,20,0,0,0
10/28/2024_18:58:28,40.787277,-73.951904,6,18.1,33.3,689,807,250,24,0,0,0
10/28/2024_18:58:33,40.787308,-73.951935,6,18.1,33.4,689,885,269,32,1,0,0
10/28/2024_18:58:38,40.787308,-73.951996,6,18.1,33.3,686,966,298,41,1,0,0
10/28/2024_18:58:43,40.787292,-73.951996,6,18.4,33.1,647,870,267,33,2,0,0
10/28/2024_18:58:48,40.787308,-73.952026,6,18.5,33,617,891,278,28,1,0,0
10/28/2024_18:58:53,40.787369,-73.952087,6,18.7,33,609,933,294,41,1,0,0
10/28/2024_18:58:58,40.787399,-73.952118,6,18.8,32.9,610,930,290,39,1,0,0
10/28/2024_18:59:03,40.787369,-73.952148,6,18.9,32.7,605,960,302,55,1,0,0
10/28/2024_18:59:08,40.787399,-73.952148,6,19,32.7,600,927,296,42,1,0,0
10/28/2024_18:59:13,40.787399,-73.952179,6,19,32.7,592,1170,360,50,5,0,0
10/28/2024_18:59:18,40.787399,-73.952179,6,19,32.6,586,1368,424,65,8,0,0
10/28/2024_18:59:23,40.78743,-73.952179,6,19.1,32.6,553,1389,431,61,9,1,0
10/28/2024_18:59:28,40.78746,-73.952148,6,19.1,32.7,541,1461,456,68,8,1,0
10/28/2024_18:59:33,40.78746,-73.95224,6,19.2,33.1,540,1542,475,63,5,0,0
10/28/2024_18:59:38,40.787491,-73.95224,6,19.2,33.2,541,1572,489,63,6,0,0
10/28/2024_18:59:43,40.787476,-73.952271,6,19.2,33.3,542,1500,468,69,10,0,0
10/28/2024_18:59:48,40.78746,-73.952271,6,19.2,33.2,578,1521,474,65,10,0,0
10/28/2024_18:59:53,40.787491,-73.952271,6,19.1,33.3,556,1617,503,69,9,0,0
10/28/2024_18:59:58,40.78772,-73.951874,6,19.1,33.2,551,1560,470,57,5,0,0
10/28/2024_19:00:03,40.787674,-73.951752,6,19,33.4,550,1719,523,63,3,0,0
10/28/2024_19:00:08,40.787735,-73.95163,6,18.9,33.2,550,1725,528,80,4,0,0
10/28/2024_19:00:13,40.787811,-73.951569,5,18.9,33.2,553,1611,494,70,2,0,0
10/28/2024_19:00:18,40.787842,-73.951508,6,18.9,33.1,549,1338,415,73,2,0,0
10/28/2024_19:00:23,40.787857,-73.951447,6,18.7,32.9,550,1422,421,40,1,0,0
10/28/2024_19:00:28,40.787903,-73.951355,6,18.6,33,547,1509,456,39,1,0,0
10/28/2024_19:00:33,40.787918,-73.951233,6,18.5,33,546,1506,455,35,3,0,0
10/28/2024_19:00:38,40.787964,-73.951202,6,18.4,33,547,1647,488,37,3,0,0
10/28/2024_19:00:43,40.78801,-73.951233,6,18.3,32.9,552,1563,461,33,4,0,0
10/28/2024_19:00:48,40.788147,-73.951233,6,18.4,32.9,546,1161,343,26,2,0,0
10/28/2024_19:00:53,40.788254,-73.951416,6,18.4,32.9,545,846,255,13,1,0,0
10/28/2024_19:00:58,40.788284,-73.95166,6,18.5,32.8,547,846,256,14,1,1,1
10/28/2024_19:01:03,40.788437,-73.951447,4,18.5,32.7,555,864,265,22,2,2,2
10/28/2024_19:01:08,40.788513,-73.951324,6,18.5,32.6,556,813,250,23,2,2,2
10/28/2024_19:01:13,40.788452,-73.951111,5,18.3,32.6,536,849,263,30,2,2,2
10/28/2024_19:01:18,40.788559,-73.951019,6,18.4,32.5,533,813,252,23,1,0,0
10/28/2024_19:01:23,40.788605,-73.950897,5,18.4,32.4,524,819,253,24,2,0,0
10/28/2024_19:01:28,40.788589,-73.950989,5,18.3,32.4,526,897,275,29,3,0,0
10/28/2024_19:01:33,40.788666,-73.950989,5,18.1,32.4,526,828,252,28,3,0,0
10/28/2024_19:01:38,40.78862,-73.951019,5,18.1,32.4,520,804,247,22,2,0,0
10/28/2024_19:01:43,40.788651,-73.951019,5,18.1,32.5,514,759,233,18,0,0,0
10/28/2024_19:01:48,40.788879,-73.950958,5,18.2,32.5,514,807,245,22,0,0,0
10/28/2024_19:01:53,40.788971,-73.951019,5,18.4,32.5,516,756,225,23,0,0,0
10/28/2024_19:01:58,40.789063,-73.951019,6,18.5,32.4,516,762,228,20,0,0,0
10/28/2024_19:02:03,40.789169,-73.951019,6,18.5,32.2,514,675,203,10,0,0,0
10/28/2024_19:02:08,40.789185,-73.951019,5,18.8,32,512,741,224,11,1,1,1
10/28/2024_19:02:13,40.789215,-73.950958,5,18.8,31.9,502,762,220,14,2,1,1
10/28/2024_19:02:18,40.789169,-73.950897,6,19,31.9,546,807,230,15,2,1,1
10/28/2024_19:02:23,40.789078,-73.950806,6,19.2,31.9,545,813,227,16,3,2,1
10/28/2024_19:02:28,40.789017,-73.950745,6,19.1,31.9,548,825,236,18,2,1,0
10/28/2024_19:02:33,40.789047,-73.950684,6,19.1,32,539,822,235,15,2,1,0
10/28/2024_19:02:38,40.789093,-73.950653,5,18.9,32.2,538,783,240,19,1,0,0
10/28/2024_19:02:43,40.78923,-73.950562,5,18.8,32.3,538,774,242,20,1,0,0
10/28/2024_19:02:48,40.789322,-73.9505,5,18.9,32.2,545,732,229,30,0,0,0
10/28/2024_19:02:53,40.789352,-73.9505,6,18.9,32.1,548,807,253,35,0,0,0
10/28/2024_19:02:58,40.789459,-73.950409,6,18.8,32.2,548,876,272,34,1,1,0
10/28/2024_19:03:03,40.789459,-73.950378,6,18.9,32.1,547,846,261,27,1,1,0
10/28/2024_19:03:08,40.78949,-73.950287,6,18.8,32.1,548,810,250,22,1,1,0
10/28/2024_19:03:13,40.789536,-73.950256,6,18.6,32.2,548,759,233,16,0,0,0
10/28/2024_19:03:18,40.789597,-73.950195,6,18.6,32.3,549,756,227,13,0,0,0
10/28/2024_19:03:23,40.789658,-73.950134,6,18.4,32.3,552,849,255,23,0,0,0
10/28/2024_19:03:28,40.789688,-73.950104,6,18.4,32.3,551,852,250,16,0,0,0
10/28/2024_19:03:33,40.789703,-73.950012,6,18.3,32.3,538,885,269,24,0,0,0
10/28/2024_19:03:38,40.789734,-73.949982,6,18.3,32.3,538,930,286,20,0,0,0
10/28/2024_19:03:43,40.789764,-73.949951,6,18,32.4,496,975,289,25,1,0,0
10/28/2024_19:03:48,40.78978,-73.949951,6,17.9,32.7,494,981,294,25,2,0,0
10/28/2024_19:03:53,40.789841,-73.949921,6,17.9,32.7,489,993,290,20,2,0,0
10/28/2024_19:03:58,40.789932,-73.94989,6,17.8,32.7,477,948,286,19,1,0,0
10/28/2024_19:04:03,40.789993,-73.94986,6,17.7,32.7,486,846,258,19,0,0,0
10/28/2024_19:04:08,40.790115,-73.94986,6,17.3,33,487,822,253,25,0,0,0
10/28/2024_19:04:13,40.790253,-73.949799,6,16.9,33.3,487,753,236,26,0,0,0
10/28/2024_19:04:18,40.790283,-73.949768,6,16.4,33.8,485,702,222,23,1,1,0
10/28/2024_19:04:23,40.790237,-73.949707,6,16.1,34.2,483,675,219,17,2,2,0
10/28/2024_19:04:28,40.790253,-73.949677,6,15.9,34.4,483,687,223,18,2,2,0
10/28/2024_19:04:33,40.790298,-73.949615,6,15.9,34.6,486,696,224,14,2,1,0
10/28/2024_19:04:38,40.790329,-73.949585,6,15.9,34.6,487,720,225,19,1,0,0
10/28/2024_19:04:43,40.790359,-73.949554,6,15.9,34.6,492,609,189,11,1,0,0
10/28/2024_19:04:48,40.790405,-73.949554,6,15.8,34.6,493,621,192,11,0,0,0
10/28/2024_19:04:53,40.790436,-73.949554,5,15.9,34.6,494,642,197,6,0,0,0
10/28/2024_19:04:58,40.790466,-73.949585,5,15.8,34.6,493,633,200,11,0,0,0
10/28/2024_19:05:03,40.790512,-73.949554,5,15.8,34.6,495,597,185,12,0,0,0
10/28/2024_19:05:08,40.790543,-73.949554,5,15.8,34.7,506,618,190,14,0,0,0
10/28/2024_19:05:13,40.790588,-73.949493,5,15.8,34.8,504,615,185,14,0,0,0
10/28/2024_19:05:18,40.790649,-73.949432,5,15.7,34.8,499,525,156,10,0,0,0
10/28/2024_19:05:23,40.790726,-73.949432,5,15.6,35,498,621,189,15,0,0,0
10/28/2024_19:05:28,40.790771,-73.949402,5,15.4,35,509,594,176,14,0,0,0
10/28/2024_19:05:33,40.790863,-73.949371,5,15.2,35.3,525,642,194,16,0,0,0
10/28/2024_19:05:38,40.790924,-73.94928,5,15,35.5,523,639,198,17,0,0,0
10/28/2024_19:05:43,40.790909,-73.949158,5,15,35.7,515,669,206,17,0,0,0
10/28/2024_19:05:48,40.790909,-73.949127,5,15,35.9,498,567,175,12,0,0,0
10/28/2024_19:05:53,40.790939,-73.949127,5,15.1,35.8,494,585,171,7,0,0,0
10/28/2024_19:05:58,40.790939,-73.949158,5,15.1,35.8,493,603,180,15,0,0,0
10/28/2024_19:06:03,40.790939,-73.949127,5,15.4,35.6,495,633,189,17,0,0,0
10/28/2024_19:06:08,40.790955,-73.949097,6,15.7,35.4,489,684,202,24,1,0,0
10/28/2024_19:06:13,40.791016,-73.949097,6,16.1,35,530,612,185,21,1,0,0
10/28/2024_19:06:18,40.791061,-73.949127,4,16,35,526,555,166,14,1,0,0
10/28/2024_19:06:23,40.791061,-73.949127,3,16.1,35,526,582,176,9,0,0,0
10/28/2024_19:06:28,40.790878,-73.949493,4,16.1,35,525,495,151,9,0,0,0
10/28/2024_19:06:33,40.791016,-73.949615,5,16,35,479,528,159,10,0,0,0
10/28/2024_19:06:38,40.791122,-73.949585,5,15.9,35.1,475,495,156,10,0,0,0
10/28/2024_19:06:43,40.791245,-73.949463,6,15.9,35.1,472,624,189,11,0,0,0
10/28/2024_19:06:48,40.791382,-73.949371,6,15.8,35.1,474,669,202,13,1,0,0
10/28/2024_19:06:53,40.791443,-73.94928,6,15.8,35.2,473,690,207,14,2,0,0
10/28/2024_19:06:58,40.791504,-73.949219,6,15.9,35.3,486,681,206,20,2,0,0
10/28/2024_19:07:03,40.791534,-73.949158,6,16,35.5,489,672,195,30,2,0,0
10/28/2024_19:07:08,40.791534,-73.949097,6,16,35.5,491,681,198,30,1,0,0
10/28/2024_19:07:13,40.79158,-73.949066,6,15.9,35.5,492,684,200,36,0,0,0
10/28/2024_19:07:18,40.791626,-73.949036,6,15.8,35.5,539,645,185,32,0,0,0
10/28/2024_19:07:23,40.791672,-73.948975,6,15.6,35.7,536,627,181,22,0,0,0
10/28/2024_19:07:28,40.791718,-73.948914,6,15.4,35.9,535,672,192,27,1,0,0
10/28/2024_19:07:33,40.791763,-73.948883,6,15.4,36,530,600,169,19,1,0,0
