datetime,lat,long,n_satellites,temp_C,rh,CO2_ppm,particles03um,particles05um,particles10um,particles25um,particles50um,particles100um
10/18/2024_20:46:32,40.674515,-73.953766,13,17.4,32.8,510,447,139,15,1,0,0
10/18/2024_20:46:37,40.674545,-73.954010,13,17.3,32.8,512,450,140,14,0,0,0
10/18/2024_20:46:42,40.674606,-73.954254,13,17.2,32.9,741,372,109,10,0,0,0
10/18/2024_20:46:47,40.674667,-73.954559,13,17.2,32.8,713,336,101,5,0,0,0
10/18/2024_20:46:52,40.674728,-73.954895,12,17.1,32.9,677,300,87,5,1,0,0
10/18/2024_20:46:57,40.674805,-73.955200,13,17.1,32.8,612,300,93,4,1,0,0
10/18/2024_20:47:02,40.674881,-73.955475,12,17.0,32.9,558,288,91,5,1,0,0
10/18/2024_20:47:07,40.674927,-73.955780,13,16.8,32.9,550,309,95,3,0,0,0
10/18/2024_20:47:12,40.675018,-73.956085,13,16.8,33.0,540,333,101,3,0,0,0
10/18/2024_20:47:17,40.675079,-73.956390,13,16.8,33.1,537,306,89,2,0,0,0
10/18/2024_20:47:22,40.675140,-73.956635,13,16.9,33.1,536,264,77,2,0,0,0
