datetime,lat,long,n_satellites,temp_C,rh,CO2_ppm,particles03um,particles05um,particles10um,particles25um,particles50um,particles100um
11/4/2024_23:06:25,40.731766,-73.985291,10,13.4,75.8,516,1041,320,46,3,1,1
11/4/2024_23:06:30,40.731796,-73.985199,9,13.3,75.9,517,987,307,48,3,1,1
11/4/2024_23:06:35,40.731827,-73.985138,10,13.2,76.2,514,990,305,52,3,1,1
11/4/2024_23:06:40,40.731888,-73.985077,9,13.1,76.4,509,888,265,42,0,0,0
11/4/2024_23:06:45,40.731918,-73.985046,10,13.1,76.6,509,891,273,32,0,0,0
11/4/2024_23:06:50,40.731918,-73.985046,10,13.1,76.6,506,864,262,30,1,0,0
11/4/2024_23:06:55,40.731934,-73.984985,10,13.3,76.5,506,894,279,24,1,0,0
11/4/2024_23:07:00,40.731964,-73.984924,10,13.3,76.4,479,996,313,29,1,0,0
11/4/2024_23:07:05,40.732040,-73.984863,10,13.3,76.4,520,987,305,28,1,1,0
11/4/2024_23:07:10,40.732147,-73.984955,10,13.3,76.4,520,1023,313,26,2,1,0
11/4/2024_23:07:15,40.732285,-73.985168,10,13.2,76.5,527,1011,310,22,3,1,0
11/4/2024_23:07:20,40.732330,-73.985229,10,13.2,76.5,526,1026,308,19,2,0,0
11/4/2024_23:07:25,40.732391,-73.985321,10,13.3,76.5,526,1038,322,37,3,1,1
11/4/2024_23:07:30,40.732452,-73.985352,10,13.4,76.3,506,1098,336,47,1,1,1
11/4/2024_23:07:35,40.732483,-73.985382,10,13.6,75.9,512,1149,363,58,2,1,1
11/4/2024_23:07:40,40.732544,-73.985443,10,13.7,75.6,512,1146,355,44,1,0,0
11/4/2024_23:07:45,40.732635,-73.985535,10,13.8,75.3,506,1167,358,36,1,0,0
11/4/2024_23:07:50,40.732681,-73.985565,10,13.9,75.1,508,1122,342,33,2,0,0
11/4/2024_23:07:55,40.732773,-73.985596,9,14.0,74.8,518,1101,341,41,2,0,0
11/4/2024_23:08:00,40.732864,-73.985626,9,14.1,74.6,522,1104,346,43,2,0,0
11/4/2024_23:08:05,40.732880,-73.985687,8,14.2,74.3,530,1071,338,48,2,1,0
11/4/2024_23:08:10,40.732895,-73.985748,9,14.3,74.1,547,1230,380,58,2,1,0
11/4/2024_23:08:15,40.732925,-73.985809,9,14.4,73.9,546,1293,402,61,3,1,0
11/4/2024_23:08:20,40.732941,-73.985840,9,14.5,73.7,547,1206,375,58,3,0,0
11/4/2024_23:08:25,40.732971,-73.985931,10,14.5,73.4,549,1167,372,58,2,0,0
11/4/2024_23:08:30,40.733017,-73.985992,9,14.6,73.2,547,1122,349,55,2,0,0
11/4/2024_23:08:35,40.733047,-73.986115,9,14.6,73.0,527,1377,418,70,3,0,0
11/4/2024_23:08:40,40.733078,-73.986206,9,14.7,72.8,526,1590,491,98,3,0,0
11/4/2024_23:08:45,40.733093,-73.986267,9,14.7,72.7,527,1431,445,88,3,0,0
11/4/2024_23:08:50,40.733124,-73.986359,9,14.7,72.5,527,1347,416,79,4,0,0
11/4/2024_23:08:55,40.733185,-73.986420,9,14.8,72.3,532,1044,325,45,1,0,0
11/4/2024_23:09:00,40.733200,-73.986481,9,14.8,72.2,534,957,300,42,1,0,0
11/4/2024_23:09:05,40.733246,-73.986542,9,14.8,72.1,518,957,299,41,1,0,0
11/4/2024_23:09:10,40.733246,-73.986633,9,14.9,72.0,514,906,288,40,0,0,0
11/4/2024_23:09:15,40.733261,-73.986694,10,14.9,71.8,516,891,268,35,0,0,0
11/4/2024_23:09:20,40.733307,-73.986725,10,14.9,71.7,530,933,283,39,1,1,0
11/4/2024_23:09:25,40.733337,-73.986786,9,15.0,71.5,538,957,288,32,1,1,0
11/4/2024_23:09:30,40.733368,-73.986908,10,15.0,71.4,536,891,275,37,1,1,0
11/4/2024_23:09:35,40.733383,-73.987000,9,15.0,71.4,533,813,254,33,0,0,0
11/4/2024_23:09:40,40.733383,-73.987122,10,15.0,71.3,533,744,235,28,0,0,0
11/4/2024_23:09:45,40.733398,-73.987213,10,14.8,71.3,544,708,221,15,1,1,0
11/4/2024_23:09:50,40.733398,-73.987366,10,14.8,71.6,542,831,256,9,1,1,0
11/4/2024_23:09:55,40.733414,-73.987427,10,14.6,71.8,540,831,255,14,1,1,0
11/4/2024_23:10:00,40.733429,-73.987427,10,14.7,72.0,495,954,293,31,1,1,0
11/4/2024_23:10:05,40.733429,-73.987396,9,14.7,71.9,460,960,289,27,0,0,0
11/4/2024_23:10:10,40.733459,-73.987366,9,14.8,71.8,491,1017,311,30,1,1,0
11/4/2024_23:10:15,40.733475,-73.987366,9,14.8,71.7,492,978,297,23,1,1,0
11/4/2024_23:10:20,40.733490,-73.987366,9,14.8,71.6,503,930,283,18,1,1,0
11/4/2024_23:10:25,40.733536,-73.987244,9,14.8,71.5,501,936,287,25,1,1,0
11/4/2024_23:10:30,40.733582,-73.987152,9,14.7,71.6,498,924,287,31,1,0,0
11/4/2024_23:10:35,40.733643,-73.987152,10,14.7,71.7,500,1032,321,39,1,0,0
11/4/2024_23:10:40,40.733749,-73.987244,10,14.7,71.6,500,1062,331,40,2,0,0
11/4/2024_23:10:45,40.733780,-73.987183,10,14.8,71.5,473,1005,309,41,3,0,0
11/4/2024_23:10:50,40.733841,-73.987122,9,14.8,71.5,474,963,288,31,3,0,0
11/4/2024_23:10:55,40.733902,-73.987091,10,14.9,71.4,472,981,300,41,3,0,0
11/4/2024_23:11:00,40.733932,-73.987061,9,14.8,71.3,469,909,277,40,1,0,0
11/4/2024_23:11:05,40.733994,-73.987000,10,14.8,71.4,478,927,288,44,1,0,0
11/4/2024_23:11:10,40.734039,-73.987000,10,14.8,71.4,480,891,278,39,0,0,0
11/4/2024_23:11:15,40.734085,-73.986969,10,14.9,71.3,480,939,292,41,2,1,1
11/4/2024_23:11:20,40.734100,-73.986938,8,14.9,71.2,480,1023,322,45,3,1,1
11/4/2024_23:11:25,40.734146,-73.986877,10,15.0,71.1,482,1044,328,46,3,1,1
11/4/2024_23:11:30,40.734177,-73.986877,10,14.9,71.1,563,957,300,34,2,0,0
11/4/2024_23:11:35,40.734192,-73.986877,10,14.8,71.2,590,852,266,32,1,0,0
11/4/2024_23:11:40,40.734192,-73.986786,10,14.8,71.3,590,741,226,20,0,0,0
11/4/2024_23:11:45,40.734207,-73.986755,10,14.8,71.2,580,807,239,28,0,0,0
11/4/2024_23:11:50,40.734238,-73.986755,10,14.8,71.1,557,816,239,23,0,0,0
11/4/2024_23:11:55,40.734238,-73.986725,9,14.8,71.1,556,840,247,26,0,0,0
11/4/2024_23:12:00,40.734268,-73.986542,10,14.7,71.3,557,861,253,21,0,0,0
11/4/2024_23:12:05,40.734268,-73.986420,10,14.8,71.4,557,876,268,19,0,0,0
11/4/2024_23:12:10,40.734299,-73.986237,10,14.8,71.3,557,894,282,13,0,0,0
11/4/2024_23:12:15,40.734344,-73.986176,10,14.8,71.3,506,894,278,21,0,0,0
11/4/2024_23:12:20,40.734375,-73.986145,10,14.9,71.3,506,807,252,25,1,1,0
11/4/2024_23:12:25,40.734543,-73.986267,10,14.9,71.4,527,708,216,22,1,1,0
11/4/2024_23:12:30,40.734650,-73.986206,10,14.9,71.4,532,729,225,26,1,1,0
11/4/2024_23:12:35,40.734695,-73.986176,10,14.9,71.4,534,645,195,16,0,0,0
11/4/2024_23:12:40,40.734711,-73.986145,10,14.9,71.2,533,624,187,21,1,0,0
11/4/2024_23:12:45,40.734711,-73.986115,10,15.0,71.2,534,609,180,16,2,0,0
11/4/2024_23:12:50,40.734756,-73.986084,10,15.0,71.1,539,654,194,20,2,0,0
11/4/2024_23:12:55,40.734772,-73.986023,10,15.1,71.0,546,678,207,25,1,0,0
11/4/2024_23:13:00,40.734787,-73.985992,9,15.1,70.8,544,675,205,22,1,0,0
11/4/2024_23:13:05,40.734787,-73.985901,9,15.1,70.7,544,708,210,20,0,0,0
11/4/2024_23:13:10,40.734818,-73.985809,9,15.2,70.6,543,720,212,21,1,0,0
11/4/2024_23:13:15,40.734848,-73.985779,9,15.2,70.5,543,756,227,23,1,0,0
11/4/2024_23:13:20,40.734970,-73.985840,9,15.2,70.4,556,711,221,26,1,0,0
11/4/2024_23:13:25,40.735077,-73.985901,10,15.2,70.4,560,684,210,24,1,1,0
11/4/2024_23:13:30,40.735153,-73.985931,10,15.1,70.4,557,645,195,16,1,1,0
11/4/2024_23:13:35,40.735214,-73.985931,10,15.1,70.5,546,690,209,23,1,1,0
11/4/2024_23:13:40,40.735275,-73.985748,10,15.0,70.6,538,651,200,27,0,0,0
11/4/2024_23:13:45,40.735306,-73.985718,10,15.0,70.6,540,615,187,26,0,0,0
11/4/2024_23:13:50,40.735306,-73.985626,10,15.1,70.5,540,549,168,31,1,0,0
11/4/2024_23:13:55,40.735321,-73.985565,10,15.1,70.4,541,444,139,20,1,0,0
11/4/2024_23:14:00,40.735382,-73.985443,9,15.1,70.3,541,480,148,16,1,0,0
11/4/2024_23:14:05,40.735458,-73.985291,9,15.2,70.2,538,540,169,20,1,0,0
11/4/2024_23:14:10,40.735519,-73.985168,8,15.3,70.2,539,549,170,14,0,0,0
11/4/2024_23:14:15,40.735565,-73.985138,8,15.3,70.0,545,531,162,17,0,0,0
