datetime,lat,long,n_satellites,temp_C,rh,CO2_ppm,particles03um,particles05um,particles10um,particles25um,particles50um,particles100um
11/4/2024_22:34:06,40.723389,-73.990997,9,12.5,76.4,456,534,164,35,4,1,0
11/4/2024_22:34:11,40.723495,-73.991119,9,12.6,76.2,459,573,179,37,2,0,0
11/4/2024_22:34:16,40.723511,-73.991119,9,12.8,75.9,459,780,245,38,2,0,0
11/4/2024_22:34:21,40.723618,-73.991150,9,12.9,75.7,444,843,260,30,2,1,0
11/4/2024_22:34:26,40.723694,-73.991150,9,12.9,75.5,446,891,277,32,1,1,0
11/4/2024_22:34:31,40.723755,-73.991150,9,12.9,75.4,445,843,258,31,1,1,0
11/4/2024_22:34:36,40.723801,-73.991150,9,12.8,75.5,457,600,183,16,1,1,0
11/4/2024_22:34:41,40.723846,-73.991180,9,12.8,75.5,464,555,170,10,0,0,0
11/4/2024_22:34:46,40.723907,-73.991211,9,12.7,75.7,462,459,142,11,0,0,0
11/4/2024_22:34:51,40.723923,-73.991150,9,12.6,75.9,463,516,159,10,0,0,0
11/4/2024_22:34:56,40.723938,-73.991119,8,12.5,76.1,465,549,172,15,0,0,0
11/4/2024_22:35:01,40.723969,-73.991028,9,12.5,76.3,469,528,165,16,0,0,0
11/4/2024_22:35:06,40.724030,-73.990967,9,12.5,76.3,487,537,166,11,0,0,0
11/4/2024_22:35:11,40.724060,-73.990875,9,12.5,76.3,488,534,169,18,0,0,0
11/4/2024_22:35:16,40.724045,-73.990784,9,12.6,76.3,487,660,202,25,1,1,0
11/4/2024_22:35:21,40.724106,-73.990723,9,12.6,76.2,481,666,200,24,1,1,0
11/4/2024_22:35:26,40.724289,-73.990875,9,12.7,76.1,483,699,201,23,2,1,0
11/4/2024_22:35:31,40.724319,-73.990814,8,12.7,76.0,494,714,205,27,1,0,0
11/4/2024_22:35:36,40.724319,-73.990692,9,12.8,75.8,494,639,184,20,1,0,0
11/4/2024_22:35:41,40.724365,-73.990601,9,12.8,75.9,492,678,195,20,2,0,0
11/4/2024_22:35:46,40.724380,-73.990540,9,12.8,75.8,487,654,194,16,1,0,0
11/4/2024_22:35:51,40.724426,-73.990417,9,12.9,75.7,486,621,188,10,1,0,0
11/4/2024_22:35:56,40.724457,-73.990356,9,13.0,75.5,487,621,191,10,1,0,0
11/4/2024_22:36:01,40.724518,-73.990326,9,13.2,75.1,489,573,180,14,0,0,0
11/4/2024_22:36:06,40.724548,-73.990265,9,13.2,75.0,476,534,166,16,1,0,0
11/4/2024_22:36:11,40.724609,-73.990204,9,13.2,74.8,478,510,157,18,2,0,0
11/4/2024_22:36:16,40.724762,-73.990234,9,13.1,74.9,471,492,149,11,2,0,0
11/4/2024_22:36:21,40.724823,-73.990265,9,13.1,75.0,472,528,157,10,1,0,0
11/4/2024_22:36:26,40.724884,-73.990295,9,13.1,74.9,486,543,158,16,1,0,0
11/4/2024_22:36:31,40.724976,-73.990326,9,13.0,75.1,485,561,166,16,0,0,0
11/4/2024_22:36:36,40.725037,-73.990295,9,13.0,75.1,483,609,176,15,0,0,0
11/4/2024_22:36:41,40.725098,-73.990295,9,13.0,75.2,476,696,208,19,0,0,0
11/4/2024_22:36:46,40.725098,-73.990204,9,13.0,75.2,477,732,219,17,0,0,0
11/4/2024_22:36:51,40.725098,-73.990112,9,13.1,75.0,479,711,212,21,0,0,0
11/4/2024_22:36:56,40.725113,-73.990082,9,13.2,74.8,479,756,225,27,1,0,0
11/4/2024_22:37:01,40.725128,-73.989960,9,13.3,74.7,478,669,198,22,1,0,0
11/4/2024_22:37:06,40.725143,-73.989868,9,13.3,74.7,480,690,204,21,2,0,0
11/4/2024_22:37:11,40.725189,-73.989807,8,13.3,74.6,479,648,199,20,1,0,0
11/4/2024_22:37:16,40.725266,-73.989807,9,13.4,74.5,502,867,277,24,1,0,0
