datetime,lat,long,n_satellites,temp_C,rh,CO2_ppm,particles03um,particles05um,particles10um,particles25um,particles50um,particles100um
10/18/2024_19:57:18,40.678421,-73.975250,11,17.7,32.2,503,309,94,11,1,1,0
10/18/2024_19:57:23,40.678314,-73.975006,11,17.7,32.3,500,273,86,10,1,1,0
10/18/2024_19:57:28,40.678192,-73.974762,11,17.7,32.3,499,255,83,7,0,0,0
10/18/2024_19:57:33,40.678101,-73.974579,11,17.6,32.4,500,240,78,4,0,0,0
10/18/2024_19:57:38,40.678024,-73.974365,10,17.6,32.4,494,228,68,4,0,0,0
10/18/2024_19:57:43,40.677963,-73.974213,11,17.6,32.3,495,270,78,7,0,0,0
10/18/2024_19:57:48,40.677872,-73.974030,11,17.6,32.3,495,318,93,11,1,0,0
10/18/2024_19:57:53,40.677811,-73.973877,11,17.6,32.3,496,315,91,11,1,0,0
10/18/2024_19:57:58,40.677765,-73.973694,11,17.6,32.2,478,333,102,12,1,0,0
10/18/2024_19:58:03,40.677719,-73.973602,11,17.6,32.2,483,276,85,10,0,0,0
10/18/2024_19:58:08,40.677719,-73.973541,11,17.6,32.3,481,234,74,7,1,1,1
10/18/2024_19:58:13,40.677719,-73.973511,11,17.7,32.2,481,231,72,3,1,1,1
10/18/2024_19:58:18,40.677719,-73.973511,11,17.8,32.4,487,225,67,3,1,1,1
10/18/2024_19:58:23,40.677719,-73.973480,11,17.8,32.7,601,249,76,3,0,0,0
10/18/2024_19:58:28,40.677719,-73.973419,11,17.9,33.0,664,279,88,2,0,0,0
10/18/2024_19:58:33,40.677719,-73.973389,11,17.9,32.7,692,267,86,5,0,0,0
10/18/2024_19:58:38,40.677673,-73.973267,11,17.9,32.5,693,231,73,5,0,0,0
10/18/2024_19:58:43,40.677597,-73.973083,11,17.9,32.4,694,222,63,5,0,0,0
10/18/2024_19:58:48,40.677567,-73.973022,11,18.1,32.1,694,297,80,10,0,0,0
10/18/2024_19:58:53,40.677582,-73.973022,11,18.4,31.9,693,321,88,11,0,0,0
10/18/2024_19:58:58,40.677597,-73.973022,11,18.7,31.5,692,360,97,11,0,0,0
10/18/2024_19:59:03,40.677582,-73.973022,10,19.0,31.4,692,393,117,19,0,0,0
10/18/2024_19:59:08,40.677582,-73.972992,11,19.3,31.3,688,327,95,11,0,0,0
10/18/2024_19:59:13,40.677582,-73.972992,12,19.6,31.1,687,339,102,11,0,0,0
10/18/2024_19:59:18,40.677582,-73.972992,12,19.9,30.9,688,312,89,9,0,0,0
10/18/2024_19:59:23,40.677582,-73.972992,12,20.2,30.6,687,255,74,1,0,0,0
10/18/2024_19:59:28,40.677582,-73.972992,11,20.4,30.4,660,282,84,1,0,0,0
10/18/2024_19:59:33,40.677582,-73.972992,12,20.6,30.3,649,255,78,1,0,0,0
10/18/2024_19:59:38,40.677597,-73.973022,12,20.7,30.2,615,222,68,2,0,0,0
10/18/2024_19:59:43,40.677582,-73.972992,12,20.9,30.1,600,228,64,2,0,0,0
10/18/2024_19:59:48,40.677582,-73.973022,11,21.0,29.9,599,270,79,4,1,1,0
10/18/2024_19:59:53,40.677582,-73.973022,11,21.1,29.9,597,297,87,4,1,1,0
10/18/2024_19:59:58,40.677582,-73.973022,10,21.3,29.7,591,288,87,7,1,1,0
10/18/2024_20:00:03,40.677567,-73.972961,12,21.5,29.6,539,273,86,9,0,0,0
10/18/2024_20:00:08,40.677536,-73.972778,12,21.5,29.3,559,222,69,8,0,0,0
10/18/2024_20:00:13,40.677490,-73.972504,12,21.0,29.4,557,258,79,8,0,0,0
10/18/2024_20:00:18,40.677444,-73.972260,12,20.5,29.6,557,240,73,10,0,0,0
10/18/2024_20:00:23,40.677383,-73.971985,12,20.1,29.9,561,255,77,7,0,0,0
10/18/2024_20:00:28,40.677338,-73.971710,12,19.7,30.2,559,246,78,8,0,0,0
10/18/2024_20:00:33,40.677292,-73.971466,12,19.3,30.5,577,246,75,7,0,0,0
10/18/2024_20:00:38,40.677216,-73.971191,10,18.8,30.8,581,258,75,4,0,0,0
10/18/2024_20:00:43,40.677185,-73.970947,10,18.4,31.1,576,282,81,8,0,0,0
10/18/2024_20:00:48,40.677139,-73.970673,10,18.1,31.4,564,315,92,6,0,0,0
10/18/2024_20:00:53,40.677094,-73.970428,11,17.9,31.6,537,252,77,5,0,0,0
10/18/2024_20:00:58,40.677017,-73.970245,12,17.7,31.8,484,258,79,5,0,0,0
10/18/2024_20:01:03,40.676987,-73.970123,11,17.5,32.0,473,261,84,6,0,0,0
10/18/2024_20:01:08,40.676971,-73.969971,12,17.5,32.1,426,303,96,7,0,0,0
10/18/2024_20:01:13,40.676910,-73.969696,12,17.4,32.1,424,306,100,7,0,0,0
10/18/2024_20:01:18,40.676865,-73.969391,12,17.4,32.2,456,348,110,6,1,1,0
10/18/2024_20:01:23,40.676758,-73.969147,12,17.4,32.3,445,375,118,6,1,1,0
10/18/2024_20:01:28,40.676666,-73.968903,12,17.4,32.3,400,357,110,6,2,1,0
10/18/2024_20:01:33,40.676605,-73.968628,12,17.5,32.2,400,327,100,6,1,0,0
10/18/2024_20:01:38,40.676575,-73.968414,12,17.5,32.3,404,315,97,5,1,0,0
10/18/2024_20:01:43,40.676544,-73.968140,12,17.4,32.3,401,384,113,4,0,0,0
10/18/2024_20:01:48,40.676529,-73.967926,12,17.4,32.4,402,399,116,4,0,0,0
10/18/2024_20:01:53,40.676468,-73.967682,12,17.3,32.5,435,381,112,7,0,0,0
10/18/2024_20:01:58,40.676392,-73.967407,12,17.4,32.5,441,351,104,6,0,0,0
10/18/2024_20:02:03,40.676315,-73.967133,12,17.3,32.5,441,333,100,7,0,0,0
10/18/2024_20:02:08,40.676270,-73.966919,12,17.2,32.5,464,270,81,6,0,0,0
10/18/2024_20:02:13,40.676208,-73.966705,12,17.2,32.6,467,423,121,11,0,0,0
10/18/2024_20:02:18,40.676193,-73.966431,12,17.1,32.6,451,411,121,10,0,0,0
10/18/2024_20:02:23,40.676147,-73.966248,12,17.0,32.7,454,423,128,12,1,0,0
10/18/2024_20:02:28,40.676102,-73.966034,12,17.0,32.7,465,246,81,7,1,0,0
10/18/2024_20:02:33,40.676056,-73.965790,12,17.1,32.8,495,234,75,7,1,0,0
10/18/2024_20:02:38,40.675995,-73.965546,12,17.2,32.6,500,261,80,13,1,0,0
10/18/2024_20:02:43,40.675934,-73.965302,12,17.3,32.6,497,327,99,10,0,0,0
10/18/2024_20:02:48,40.675873,-73.965057,12,17.3,32.7,498,327,99,10,0,0,0
10/18/2024_20:02:53,40.675842,-73.964813,11,17.2,32.8,501,348,104,10,0,0,0
10/18/2024_20:02:58,40.675827,-73.964569,12,17.1,32.9,499,312,94,7,0,0,0
10/18/2024_20:03:03,40.675751,-73.964355,12,17.0,33.1,499,255,78,5,0,0,0
10/18/2024_20:03:08,40.675720,-73.964111,11,17.0,33.2,499,228,68,2,0,0,0
10/18/2024_20:03:13,40.675659,-73.963837,12,17.0,33.2,493,237,67,2,0,0,0
10/18/2024_20:03:18,40.675629,-73.963562,12,17.0,33.3,490,210,57,2,0,0,0
10/18/2024_20:03:23,40.675598,-73.963440,12,17.0,33.3,492,195,59,2,0,0,0
10/18/2024_20:03:28,40.675568,-73.963409,12,17.1,33.3,499,213,68,2,0,0,0
10/18/2024_20:03:33,40.675568,-73.963409,12,17.2,33.8,499,267,85,2,0,0,0
10/18/2024_20:03:38,40.675568,-73.963440,12,17.3,35.0,498,300,94,12,1,0,0
10/18/2024_20:03:43,40.675568,-73.963409,12,17.3,35.8,494,324,98,14,2,1,1
10/18/2024_20:03:48,40.675552,-73.963379,12,17.4,36.0,491,288,84,14,2,1,1
10/18/2024_20:03:53,40.675537,-73.963226,12,17.5,35.6,478,267,76,11,2,1,1
10/18/2024_20:03:58,40.675476,-73.962952,11,17.5,35.1,456,276,81,4,1,1,1
10/18/2024_20:04:03,40.675415,-73.962708,12,17.6,34.6,455,282,86,4,0,0,0
10/18/2024_20:04:08,40.675354,-73.962494,12,17.5,34.3,458,297,93,4,0,0,0
10/18/2024_20:04:13,40.675308,-73.962280,12,17.5,34.0,459,333,106,7,0,0,0
10/18/2024_20:04:18,40.675232,-73.961975,12,17.6,33.8,480,576,173,17,1,0,0
10/18/2024_20:04:23,40.675140,-73.961639,12,17.6,33.6,416,603,177,17,1,0,0
10/18/2024_20:04:28,40.675110,-73.961334,11,17.7,33.5,413,561,165,17,1,0,0
10/18/2024_20:04:33,40.675079,-73.961060,11,17.9,33.2,404,366,104,4,0,0,0
10/18/2024_20:04:38,40.675034,-73.960815,11,18.0,33.0,389,165,50,2,0,0,0
10/18/2024_20:04:43,40.674988,-73.960541,11,18.2,32.9,405,135,40,1,0,0,0
10/18/2024_20:04:48,40.674942,-73.960358,10,18.2,32.8,403,159,49,2,1,0,0
10/18/2024_20:04:53,40.674927,-73.960236,12,18.3,32.6,420,141,44,1,1,0,0
10/18/2024_20:04:58,40.674896,-73.960175,12,18.2,32.6,423,186,60,2,1,0,0
10/18/2024_20:05:03,40.674896,-73.960205,11,18.3,32.5,429,192,58,1,0,0,0
10/18/2024_20:05:08,40.674881,-73.960083,12,18.3,32.4,430,249,77,1,0,0,0
10/18/2024_20:05:13,40.674835,-73.959869,10,18.3,32.5,437,285,88,2,0,0,0
10/18/2024_20:05:18,40.674774,-73.959534,11,18.3,32.5,434,207,65,2,0,0,0
10/18/2024_20:05:23,40.674683,-73.959167,11,18.2,32.5,430,186,58,7,2,1,0
10/18/2024_20:05:28,40.674622,-73.958862,11,18.0,32.6,426,210,65,9,2,1,0
10/18/2024_20:05:33,40.674561,-73.958588,12,17.9,32.6,424,273,76,11,2,1,0
10/18/2024_20:05:38,40.674469,-73.958252,12,17.9,32.6,426,312,89,10,1,1,0
10/18/2024_20:05:43,40.674408,-73.957855,12,17.8,32.7,426,303,88,9,0,0,0
10/18/2024_20:05:48,40.674316,-73.957458,12,17.6,32.8,424,231,70,6,0,0,0
10/18/2024_20:05:53,40.674240,-73.957245,12,17.6,32.7,423,180,56,9,0,0,0
10/18/2024_20:05:58,40.674194,-73.957062,12,17.6,32.8,426,171,48,7,1,0,0
10/18/2024_20:06:03,40.674194,-73.956940,12,17.6,32.8,433,423,126,15,1,0,0
10/18/2024_20:06:08,40.674179,-73.956818,11,17.6,32.7,434,456,137,15,2,0,0
10/18/2024_20:06:13,40.674088,-73.956604,11,17.6,32.7,447,474,148,16,1,0,0
10/18/2024_20:06:18,40.674072,-73.956390,12,17.6,32.7,445,291,91,12,1,0,0
10/18/2024_20:06:23,40.674042,-73.956146,11,17.5,32.6,448,342,99,10,0,0,0
10/18/2024_20:06:28,40.674011,-73.955841,11,17.4,32.6,451,357,104,8,0,0,0
10/18/2024_20:06:33,40.673920,-73.955505,12,17.4,32.7,466,339,97,7,0,0,0
10/18/2024_20:06:38,40.673843,-73.955231,12,17.5,32.8,459,219,64,1,1,1,0
10/18/2024_20:06:43,40.673767,-73.954956,12,17.5,32.7,457,201,59,1,1,1,0
10/18/2024_20:06:48,40.673752,-73.954712,12,17.6,32.7,434,192,55,2,2,1,0
10/18/2024_20:06:53,40.673691,-73.954468,12,17.5,32.6,436,228,71,2,2,1,0
10/18/2024_20:06:58,40.673660,-73.954254,12,17.6,32.7,396,276,82,2,1,0,0
10/18/2024_20:07:03,40.673630,-73.954193,12,17.6,32.6,405,276,78,2,0,0,0
10/18/2024_20:07:08,40.673615,-73.954163,11,17.6,32.6,405,231,63,3,0,0,0
10/18/2024_20:07:13,40.673630,-73.954010,11,17.6,32.6,407,192,50,3,0,0,0
10/18/2024_20:07:18,40.673645,-73.953796,11,17.6,32.6,411,207,55,7,0,0,0
10/18/2024_20:07:23,40.673645,-73.953583,11,17.6,32.7,420,315,85,6,0,0,0
10/18/2024_20:07:28,40.673660,-73.953339,12,17.6,32.7,417,414,120,9,1,0,0
10/18/2024_20:07:33,40.673630,-73.953094,12,17.6,32.7,433,471,142,10,1,0,0
10/18/2024_20:07:38,40.673599,-73.952850,12,17.5,32.8,447,420,129,10,1,0,0
10/18/2024_20:07:43,40.673599,-73.952515,12,17.5,32.8,476,375,115,10,0,0,0
10/18/2024_20:07:48,40.673584,-73.952240,11,17.5,32.8,474,405,123,16,0,0,0
10/18/2024_20:07:53,40.673569,-73.951965,11,17.3,32.9,473,375,116,14,0,0,0
10/18/2024_20:07:58,40.673523,-73.951599,11,17.3,32.9,455,405,123,15,3,1,0
10/18/2024_20:08:03,40.673523,-73.951202,12,17.2,33.0,463,378,111,7,3,1,0
10/18/2024_20:08:08,40.673492,-73.950806,12,17.2,33.0,463,351,101,7,3,1,0
10/18/2024_20:08:13,40.673462,-73.950439,12,17.3,33.0,466,396,118,12,3,1,0
10/18/2024_20:08:18,40.673431,-73.950226,12,17.3,33.0,472,432,136,10,0,0,0
10/18/2024_20:08:23,40.673447,-73.950165,12,17.4,33.0,473,525,165,11,1,0,0
10/18/2024_20:08:28,40.673431,-73.950165,12,17.4,32.8,469,480,150,9,1,0,0
10/18/2024_20:08:33,40.673431,-73.950195,12,17.5,32.7,469,432,133,3,1,0,0
10/18/2024_20:08:38,40.673431,-73.950195,12,17.6,32.6,473,405,125,6,1,0,0
10/18/2024_20:08:43,40.673447,-73.950226,12,17.6,32.6,478,390,121,12,0,0,0
10/18/2024_20:08:48,40.673447,-73.950195,12,17.8,32.6,485,543,173,22,1,0,0
10/18/2024_20:08:53,40.673447,-73.950195,12,17.8,32.5,485,585,184,27,1,0,0
10/18/2024_20:08:58,40.673447,-73.950195,11,17.9,32.4,484,573,177,26,1,0,0
10/18/2024_20:09:03,40.673431,-73.950073,11,17.9,32.4,484,525,161,20,0,0,0
10/18/2024_20:09:08,40.673416,-73.949860,10,18.0,32.4,493,477,134,14,0,0,0
10/18/2024_20:09:13,40.673401,-73.949615,12,17.9,32.5,492,393,113,11,0,0,0
10/18/2024_20:09:18,40.673401,-73.949371,10,17.8,32.5,492,384,107,8,0,0,0
10/18/2024_20:09:23,40.673370,-73.949097,10,17.7,32.6,488,357,111,12,0,0,0
10/18/2024_20:09:28,40.673340,-73.948822,12,17.6,32.8,488,339,101,9,0,0,0
10/18/2024_20:09:33,40.673325,-73.948578,11,17.5,32.8,489,273,83,7,0,0,0
10/18/2024_20:09:38,40.673355,-73.948273,11,17.5,32.9,496,276,81,8,0,0,0
10/18/2024_20:09:43,40.673325,-73.948029,11,17.5,32.9,498,246,71,3,0,0,0
10/18/2024_20:09:48,40.673309,-73.947754,11,17.4,32.9,499,285,86,3,0,0,0
10/18/2024_20:09:53,40.673294,-73.947571,11,17.4,32.9,498,255,77,1,0,0,0
10/18/2024_20:09:58,40.673248,-73.947418,11,17.3,33.0,495,282,87,1,0,0,0
10/18/2024_20:10:03,40.673248,-73.947327,11,17.2,33.1,496,321,94,3,1,1,0
10/18/2024_20:10:08,40.673218,-73.947083,10,17.2,33.1,496,285,81,2,1,1,0
10/18/2024_20:10:13,40.673187,-73.946777,10,17.2,33.2,496,267,78,9,1,1,0
10/18/2024_20:10:18,40.673218,-73.946533,10,17.3,33.1,499,243,70,14,0,0,0
10/18/2024_20:10:23,40.673233,-73.946259,11,17.4,33.0,482,276,85,13,0,0,0
10/18/2024_20:10:28,40.673218,-73.945953,12,17.5,32.8,474,276,80,9,0,0,0
10/18/2024_20:10:33,40.673187,-73.945679,11,17.6,32.8,476,315,94,6,1,0,0
10/18/2024_20:10:38,40.673187,-73.945404,11,17.7,32.7,479,312,94,7,1,0,0
10/18/2024_20:10:43,40.673172,-73.945160,11,17.7,32.7,477,255,76,7,1,0,0
10/18/2024_20:10:48,40.673126,-73.944946,11,17.6,32.7,474,237,71,4,1,0,0
10/18/2024_20:10:53,40.673080,-73.944794,12,17.5,32.8,474,171,53,0,0,0,0
10/18/2024_20:10:58,40.673080,-73.944763,12,17.5,32.8,472,291,88,3,0,0,0
10/18/2024_20:11:03,40.673080,-73.944733,10,17.5,32.9,474,354,108,4,0,0,0
10/18/2024_20:11:08,40.673080,-73.944733,12,17.5,32.8,482,426,132,5,0,0,0
10/18/2024_20:11:13,40.673065,-73.944641,12,17.5,32.9,462,1029,312,25,0,0,0
10/18/2024_20:11:18,40.673080,-73.944489,12,17.4,32.9,465,741,220,24,0,0,0
10/18/2024_20:11:23,40.673065,-73.944244,11,17.3,32.9,465,303,91,14,0,0,0
10/18/2024_20:11:28,40.673035,-73.943970,11,17.2,33.0,464,297,92,13,0,0,0
10/18/2024_20:11:33,40.673050,-73.943695,11,17.1,33.1,458,279,88,9,0,0,0
10/18/2024_20:11:38,40.673050,-73.943451,11,17.1,33.2,458,276,84,3,0,0,0
10/18/2024_20:11:43,40.673096,-73.943207,11,17.0,33.3,458,267,81,4,0,0,0
10/18/2024_20:11:48,40.673096,-73.942993,11,16.9,33.4,458,273,85,5,1,0,0
10/18/2024_20:11:53,40.673065,-73.942780,11,16.9,33.5,458,237,75,6,1,0,0
10/18/2024_20:11:58,40.673019,-73.942505,11,16.9,33.5,457,231,73,7,1,0,0
10/18/2024_20:12:03,40.672989,-73.942230,11,17.0,33.5,458,261,78,6,0,0,0
10/18/2024_20:12:08,40.672928,-73.942047,11,17.0,33.4,458,297,88,3,0,0,0
10/18/2024_20:12:13,40.672897,-73.941956,11,17.0,33.4,459,312,96,3,1,0,0
10/18/2024_20:12:18,40.672897,-73.941803,10,17.1,33.3,459,279,85,2,1,0,0
10/18/2024_20:12:23,40.672943,-73.941559,11,17.1,33.3,460,258,80,2,1,0,0
10/18/2024_20:12:28,40.672943,-73.941315,11,17.1,33.3,475,195,61,3,2,1,0
10/18/2024_20:12:33,40.672928,-73.941071,10,17.1,33.4,468,150,44,3,1,1,0
10/18/2024_20:12:38,40.672897,-73.940826,11,17.1,33.4,461,198,58,4,1,1,0
10/18/2024_20:12:43,40.672882,-73.940582,11,17.1,33.4,462,270,78,4,0,0,0
10/18/2024_20:12:48,40.672897,-73.940460,10,17.1,33.4,464,264,79,2,0,0,0
10/18/2024_20:12:53,40.672913,-73.940247,10,17.1,33.4,463,273,81,1,0,0,0
10/18/2024_20:12:58,40.672897,-73.940033,10,17.1,33.5,464,243,72,2,0,0,0
10/18/2024_20:13:03,40.672882,-73.939789,10,17.2,33.4,463,333,98,6,0,0,0
10/18/2024_20:13:08,40.672852,-73.939575,10,17.3,33.3,454,327,97,6,0,0,0
10/18/2024_20:13:13,40.672852,-73.939392,10,17.3,33.3,451,408,126,7,0,0,0
10/18/2024_20:13:18,40.672836,-73.939270,10,17.3,33.3,450,396,123,5,0,0,0
10/18/2024_20:13:23,40.672852,-73.939209,10,17.4,33.3,450,408,129,2,0,0,0
10/18/2024_20:13:28,40.672836,-73.939148,11,17.4,33.2,450,375,119,2,0,0,0
10/18/2024_20:13:33,40.672836,-73.939148,11,17.4,33.2,450,351,110,4,0,0,0
10/18/2024_20:13:38,40.672821,-73.939148,11,17.4,33.1,450,357,106,5,0,0,0
10/18/2024_20:13:43,40.672821,-73.939148,10,17.5,33.1,449,366,107,8,0,0,0
10/18/2024_20:13:48,40.672836,-73.939117,10,17.6,33.0,450,462,135,10,0,0,0
10/18/2024_20:13:53,40.672836,-73.939026,10,17.7,33.0,448,459,139,8,0,0,0
10/18/2024_20:13:58,40.672836,-73.938873,11,17.8,33.0,448,486,150,10,0,0,0
10/18/2024_20:14:03,40.672821,-73.938629,11,17.9,32.8,452,483,154,12,0,0,0
10/18/2024_20:14:08,40.672791,-73.938354,9,17.9,32.7,467,441,143,11,0,0,0
10/18/2024_20:14:13,40.672775,-73.938110,11,17.9,32.7,468,342,111,11,0,0,0
10/18/2024_20:14:18,40.672775,-73.937836,11,17.8,32.8,476,345,108,8,0,0,0
10/18/2024_20:14:23,40.672760,-73.937531,11,17.7,32.9,476,273,84,4,0,0,0
