datetime,lat,long,n_satellites,temp_C,rh,CO2_ppm,particles03um,particles05um,particles10um,particles25um,particles50um,particles100um
10/23/2024_18:38:25,40.784332,-73.958588,9,22.5,64.8,456,1785,554,89,3,0,0
10/23/2024_18:38:30,40.784348,-73.958557,9,22.5,64.7,455,1725,533,77,4,1,0
10/23/2024_18:38:35,40.784378,-73.958527,9,22.6,64.7,456,1818,558,81,4,1,0
10/23/2024_18:38:40,40.784409,-73.958496,9,22.7,64.6,463,1833,554,57,1,1,0
10/23/2024_18:38:45,40.784439,-73.958466,9,22.8,64.3,462,1869,571,62,0,0,0
10/23/2024_18:38:50,40.784470,-73.958435,8,22.8,64.2,467,1770,548,53,0,0,0
10/23/2024_18:38:55,40.784500,-73.958374,8,22.8,64.0,466,1842,573,60,1,0,0
10/23/2024_18:39:00,40.784546,-73.958374,8,22.9,63.9,463,1806,549,65,2,0,0
10/23/2024_18:39:05,40.784576,-73.958282,9,22.9,63.7,462,1818,552,81,3,1,0
10/23/2024_18:39:10,40.784607,-73.958252,9,23.0,63.6,460,1956,591,92,2,1,0
10/23/2024_18:39:15,40.784637,-73.958221,9,22.9,63.5,461,1863,561,83,2,1,0
10/23/2024_18:39:20,40.784683,-73.958221,9,22.9,63.6,461,1989,606,79,0,0,0
10/23/2024_18:39:25,40.784729,-73.958191,9,22.8,63.8,461,1890,577,57,0,0,0
10/23/2024_18:39:30,40.784760,-73.958160,9,22.8,63.9,461,1974,608,68,0,0,0
10/23/2024_18:39:35,40.784790,-73.958130,9,22.8,63.8,472,1890,588,70,0,0,0
10/23/2024_18:39:40,40.784836,-73.958130,9,22.9,63.7,478,1884,581,74,1,1,0
10/23/2024_18:39:45,40.784882,-73.958130,9,23.0,63.7,479,1839,567,75,1,1,0
10/23/2024_18:39:50,40.784927,-73.958099,9,23.0,63.8,490,1941,597,82,1,1,0
10/23/2024_18:39:55,40.784973,-73.958069,9,23.1,63.8,489,1905,591,91,2,1,0
10/23/2024_18:40:00,40.784988,-73.958008,9,23.3,63.7,500,1773,550,82,1,0,0
10/23/2024_18:40:05,40.785034,-73.957977,9,23.3,63.7,524,1872,580,85,2,0,0
10/23/2024_18:40:10,40.785080,-73.957916,8,23.4,63.6,520,1824,564,81,2,0,0
10/23/2024_18:40:15,40.785172,-73.957886,9,23.5,63.5,520,1884,585,88,1,0,0
10/23/2024_18:40:20,40.785217,-73.957855,9,23.6,63.3,520,1980,621,101,0,0,0
10/23/2024_18:40:25,40.785248,-73.957825,9,23.7,63.2,519,2052,644,80,2,0,0
10/23/2024_18:40:30,40.785248,-73.957825,9,23.7,63.1,510,2004,626,69,3,0,0
10/23/2024_18:40:35,40.785263,-73.957794,9,23.8,63.1,510,2022,625,66,7,1,0
10/23/2024_18:40:40,40.785309,-73.957733,9,23.8,62.9,508,1932,594,79,5,1,0
10/23/2024_18:40:45,40.785339,-73.957733,9,23.8,62.8,503,1821,557,79,7,1,0
10/23/2024_18:40:50,40.785385,-73.957733,9,23.8,62.7,496,1791,554,84,9,0,0
10/23/2024_18:40:55,40.785431,-73.957703,9,23.9,62.6,496,2004,619,85,10,0,0
10/23/2024_18:41:00,40.785461,-73.957672,9,24.0,62.4,496,2151,660,98,9,0,0
10/23/2024_18:41:05,40.785507,-73.957642,9,24.1,62.3,495,2064,636,92,10,1,0
10/23/2024_18:41:10,40.785553,-73.957611,9,24.1,62.3,471,2094,639,88,9,1,0
10/23/2024_18:41:15,40.785583,-73.957581,9,24.1,62.2,473,1962,600,77,8,1,0
10/23/2024_18:41:20,40.785629,-73.957550,9,24.1,62.5,505,1866,568,64,1,0,0
10/23/2024_18:41:25,40.785675,-73.957520,9,24.0,62.6,524,1947,603,61,0,0,0
10/23/2024_18:41:30,40.785721,-73.957489,9,23.8,62.7,534,2262,700,88,4,0,0
10/23/2024_18:41:35,40.785767,-73.957489,9,23.6,63.0,548,2736,835,130,7,0,0
10/23/2024_18:41:40,40.785797,-73.957489,9,23.3,63.5,547,2289,695,97,5,0,0
10/23/2024_18:41:45,40.785873,-73.957458,9,23.1,63.9,554,2181,668,97,4,0,0
10/23/2024_18:41:50,40.785919,-73.957458,9,22.8,64.4,554,2157,659,91,5,0,0
10/23/2024_18:41:55,40.785965,-73.957428,9,22.7,64.8,552,2223,674,87,2,0,0
10/23/2024_18:42:00,40.785995,-73.957367,9,22.6,64.9,552,2247,688,80,6,1,1
10/23/2024_18:42:05,40.786041,-73.957336,9,22.5,65.1,561,2247,696,90,5,1,1
10/23/2024_18:42:10,40.786057,-73.957306,9,22.4,65.4,558,2256,694,85,4,1,1
10/23/2024_18:42:15,40.786118,-73.957275,9,22.4,65.4,560,2325,716,100,6,1,1
10/23/2024_18:42:20,40.786148,-73.957245,9,22.4,65.5,561,2148,657,84,4,1,0
10/23/2024_18:42:25,40.786179,-73.957153,9,22.3,65.6,557,2217,695,97,4,1,0
10/23/2024_18:42:30,40.786240,-73.957153,9,22.3,65.7,555,2214,686,87,2,1,0
10/23/2024_18:42:35,40.786255,-73.957153,9,22.4,65.7,545,2175,670,79,1,1,0
10/23/2024_18:42:40,40.786285,-73.957153,9,22.4,65.7,541,2259,693,83,1,1,0
10/23/2024_18:42:45,40.786331,-73.957123,9,22.5,65.6,536,2085,643,61,1,1,0
10/23/2024_18:42:50,40.786362,-73.957062,9,22.5,65.6,510,2067,637,63,1,1,0
10/23/2024_18:42:55,40.786407,-73.957031,9,22.6,65.5,512,2001,613,53,1,1,0
10/23/2024_18:43:00,40.786469,-73.957031,9,22.7,65.5,523,2103,629,64,0,0,0
10/23/2024_18:43:05,40.786514,-73.957001,9,22.9,65.6,521,2130,648,75,3,0,0
10/23/2024_18:43:10,40.786560,-73.956970,9,22.9,65.3,515,2103,635,85,4,0,0
10/23/2024_18:43:15,40.786591,-73.956940,9,23.0,65.1,507,2034,615,92,6,0,0
10/23/2024_18:43:20,40.786606,-73.956909,9,23.0,65.0,504,1968,604,82,3,0,0
10/23/2024_18:43:25,40.786606,-73.956879,9,23.1,64.9,504,1974,596,78,3,0,0
10/23/2024_18:43:30,40.786621,-73.956818,9,23.2,65.0,504,2031,619,99,9,1,0
10/23/2024_18:43:35,40.786667,-73.956787,9,23.3,64.9,502,2067,645,118,9,1,0
10/23/2024_18:43:40,40.786713,-73.956757,9,23.3,64.7,487,2160,663,101,1,0,0
10/23/2024_18:43:45,40.786743,-73.956726,9,23.3,64.6,486,2136,651,80,1,0,0
10/23/2024_18:43:50,40.786758,-73.956696,9,23.4,64.6,489,2190,673,79,2,0,0
10/23/2024_18:43:55,40.786819,-73.956665,9,23.4,64.5,489,2214,680,88,1,0,0
10/23/2024_18:44:00,40.786880,-73.956635,9,23.5,64.4,491,2142,667,94,1,0,0
10/23/2024_18:44:05,40.786911,-73.956635,9,23.5,64.3,490,2562,791,124,2,0,0
10/23/2024_18:44:10,40.786942,-73.956635,9,23.6,64.2,490,2484,771,136,5,0,0
10/23/2024_18:44:15,40.786957,-73.956604,9,23.6,64.0,491,2115,655,105,5,0,0
10/23/2024_18:44:20,40.787003,-73.956573,9,23.6,64.0,492,2046,627,98,2,0,0
10/23/2024_18:44:25,40.787079,-73.956512,9,23.5,64.0,491,2067,637,90,2,0,0
10/23/2024_18:44:30,40.787109,-73.956482,8,23.5,64.1,497,1971,614,81,0,0,0
10/23/2024_18:44:35,40.787155,-73.956451,8,23.5,64.1,502,2115,644,77,0,0,0
10/23/2024_18:44:40,40.787216,-73.956421,8,23.4,64.2,499,2298,694,87,3,0,0
10/23/2024_18:44:45,40.787247,-73.956390,8,23.4,64.2,494,2280,694,97,4,0,0
10/23/2024_18:44:50,40.787292,-73.956390,9,23.5,64.2,476,2241,697,109,3,0,0
10/23/2024_18:44:55,40.787338,-73.956360,9,23.4,64.1,475,2202,685,110,5,1,0
10/23/2024_18:45:00,40.787399,-73.956329,8,23.4,64.1,474,2301,713,98,5,1,0
10/23/2024_18:45:05,40.787430,-73.956299,7,23.5,64.1,470,2199,666,97,4,1,0
10/23/2024_18:45:10,40.787491,-73.956299,7,23.4,64.2,471,2265,691,107,2,1,0
10/23/2024_18:45:15,40.787521,-73.956238,7,23.4,64.2,471,2220,678,102,0,0,0
10/23/2024_18:45:20,40.787567,-73.956207,7,23.4,64.2,472,2148,663,94,0,0,0
10/23/2024_18:45:25,40.787598,-73.956207,7,23.4,64.2,472,2262,703,90,0,0,0
10/23/2024_18:45:30,40.787628,-73.956207,7,23.4,64.2,471,2322,716,91,2,0,0
10/23/2024_18:45:35,40.787659,-73.956177,7,23.3,64.3,465,2511,784,106,3,1,0
10/23/2024_18:45:40,40.787689,-73.956116,7,23.2,64.4,465,2634,825,110,3,1,0
10/23/2024_18:45:45,40.787735,-73.956116,7,23.2,64.5,465,2592,813,119,3,1,0
10/23/2024_18:45:50,40.787781,-73.956116,7,23.1,64.7,466,2655,827,113,1,1,0
10/23/2024_18:45:55,40.787842,-73.956085,7,23.1,64.8,466,2424,747,99,0,0,0
10/23/2024_18:46:00,40.787872,-73.956055,7,23.1,64.8,465,2403,730,89,0,0,0
10/23/2024_18:46:05,40.787903,-73.955994,7,23.2,64.8,430,3153,950,107,1,0,0
10/23/2024_18:46:10,40.787933,-73.955963,7,23.2,64.5,433,2913,888,114,1,0,0
10/23/2024_18:46:15,40.787933,-73.955994,7,23.2,64.5,434,2499,763,96,1,0,0
10/23/2024_18:46:20,40.787933,-73.955994,7,23.2,64.6,436,2379,716,112,1,0,0
10/23/2024_18:46:25,40.787933,-73.955994,7,23.2,64.6,435,2445,735,104,1,0,0
10/23/2024_18:46:30,40.787933,-73.955994,7,23.3,64.5,440,2355,707,104,1,1,1
10/23/2024_18:46:35,40.787933,-73.955994,7,23.3,64.6,446,2304,696,80,1,1,1
10/23/2024_18:46:40,40.787964,-73.955963,7,23.3,64.4,450,2367,733,89,1,1,1
10/23/2024_18:46:45,40.788010,-73.955933,7,23.3,64.6,451,2349,729,85,2,1,1
10/23/2024_18:46:50,40.788040,-73.955902,7,23.4,64.6,451,2283,718,94,1,0,0
10/23/2024_18:46:55,40.788101,-73.955841,7,23.4,64.5,441,2412,750,108,1,0,0
10/23/2024_18:47:00,40.788132,-73.955841,7,23.5,64.4,443,2328,717,100,1,0,0
10/23/2024_18:47:05,40.788177,-73.955811,7,23.6,64.3,444,2334,711,106,1,0,0
10/23/2024_18:47:10,40.788254,-73.955780,7,23.6,64.2,445,2334,707,86,2,0,0
10/23/2024_18:47:15,40.788300,-73.955750,7,23.6,64.1,443,2328,695,69,3,1,0
10/23/2024_18:47:20,40.788315,-73.955688,7,23.5,64.2,457,2424,715,66,3,1,0
10/23/2024_18:47:25,40.788300,-73.955597,7,23.4,64.5,460,2397,722,69,4,2,0
10/23/2024_18:47:30,40.788315,-73.955536,7,23.3,64.7,457,2310,702,94,5,3,0
10/23/2024_18:47:35,40.788361,-73.955505,7,23.2,64.9,451,2223,686,124,3,2,0
10/23/2024_18:47:40,40.788391,-73.955505,7,23.1,64.9,452,2163,671,113,2,1,0
10/23/2024_18:47:45,40.788437,-73.955505,7,23.0,65.1,460,2142,655,98,0,0,0
10/23/2024_18:47:50,40.788498,-73.955505,7,23.0,65.2,463,2175,657,89,0,0,0
10/23/2024_18:47:55,40.788513,-73.955505,7,22.9,65.3,469,2106,647,79,0,0,0
10/23/2024_18:48:00,40.788544,-73.955475,7,22.9,65.3,472,2127,650,86,0,0,0
10/23/2024_18:48:05,40.788589,-73.955444,7,22.9,65.4,468,2217,682,74,1,0,0
10/23/2024_18:48:10,40.788651,-73.955414,7,22.8,65.6,469,2115,638,82,1,0,0
10/23/2024_18:48:15,40.788696,-73.955383,7,22.7,65.7,469,2160,662,88,1,0,0
10/23/2024_18:48:20,40.788742,-73.955353,7,22.8,65.8,471,2253,697,98,1,0,0
10/23/2024_18:48:25,40.788773,-73.955322,7,22.9,65.6,471,2322,716,105,0,0,0
10/23/2024_18:48:30,40.788818,-73.955292,7,23.0,65.5,471,2433,759,107,0,0,0
10/23/2024_18:48:35,40.788849,-73.955261,7,23.0,65.4,472,2547,776,102,0,0,0
10/23/2024_18:48:40,40.788895,-73.955200,7,23.0,65.4,472,2433,740,92,0,0,0
10/23/2024_18:48:45,40.788940,-73.955170,7,23.1,65.4,470,2352,725,91,1,1,0
10/23/2024_18:48:50,40.788986,-73.955170,7,23.0,65.4,474,2337,708,88,2,1,0
10/23/2024_18:48:55,40.789032,-73.955139,7,23.1,65.4,474,2310,713,93,2,1,0
10/23/2024_18:49:00,40.789124,-73.955109,7,23.0,65.4,474,2385,731,105,2,1,0
10/23/2024_18:49:05,40.789215,-73.955048,7,23.0,65.5,474,2385,738,110,3,0,0
10/23/2024_18:49:10,40.789246,-73.955017,7,22.9,65.6,463,2382,727,110,3,0,0
10/23/2024_18:49:15,40.789246,-73.954987,7,22.8,65.8,464,2370,728,114,3,0,0
10/23/2024_18:49:20,40.789261,-73.954956,7,22.6,66.0,389,2391,733,104,3,0,0
10/23/2024_18:49:25,40.789322,-73.954895,7,22.4,66.3,404,2400,733,83,3,0,0
10/23/2024_18:49:30,40.789352,-73.954865,7,22.4,66.6,426,2331,717,79,3,0,0
10/23/2024_18:49:35,40.789368,-73.954834,7,22.3,66.7,447,2637,801,99,6,0,0
10/23/2024_18:49:40,40.789444,-73.954834,7,22.2,66.7,454,2673,802,122,6,0,0
10/23/2024_18:49:45,40.789444,-73.954773,7,22.2,67.1,450,2586,795,117,4,0,0
10/23/2024_18:49:50,40.789505,-73.954712,7,22.2,67.2,449,2685,831,120,4,1,0
10/23/2024_18:49:55,40.789536,-73.954651,7,22.3,67.0,437,2754,851,125,5,2,0
10/23/2024_18:50:00,40.789551,-73.954620,7,22.4,67.1,440,2595,791,105,5,2,0
10/23/2024_18:50:05,40.789597,-73.954620,7,22.4,67.1,446,2595,794,113,5,2,0
10/23/2024_18:50:10,40.789627,-73.954590,7,22.5,67.0,462,2607,775,94,4,1,0
10/23/2024_18:50:15,40.789673,-73.954559,7,22.4,67.1,461,2745,826,71,0,0,0
10/23/2024_18:50:20,40.789703,-73.954559,7,22.5,67.2,461,2871,869,90,1,0,0
10/23/2024_18:50:25,40.789764,-73.954590,7,22.6,67.4,471,2883,897,90,1,0,0
10/23/2024_18:50:30,40.789795,-73.954559,7,22.7,67.4,514,2709,839,106,1,0,0
10/23/2024_18:50:35,40.789825,-73.954529,6,22.7,67.5,515,2532,794,95,4,0,0
10/23/2024_18:50:40,40.789856,-73.954498,7,22.7,67.5,512,2436,753,103,3,0,0
10/23/2024_18:50:45,40.789902,-73.954468,7,22.7,67.5,504,2535,788,86,4,0,0
10/23/2024_18:50:50,40.789963,-73.954468,7,22.7,67.7,523,2622,808,87,1,0,0
10/23/2024_18:50:55,40.790024,-73.954437,7,22.8,67.7,526,2640,800,108,1,0,0
10/23/2024_18:51:00,40.790085,-73.954407,7,22.8,67.6,519,2451,740,97,1,0,0
10/23/2024_18:51:05,40.790146,-73.954407,6,22.8,67.6,519,2271,672,85,0,0,0
10/23/2024_18:51:10,40.790161,-73.954376,7,22.9,67.7,519,2055,613,78,3,0,0
10/23/2024_18:51:15,40.790176,-73.954346,7,23.0,67.6,516,2103,637,93,3,0,0
10/23/2024_18:51:20,40.790161,-73.954315,7,23.1,67.3,516,2085,627,106,5,0,0
10/23/2024_18:51:25,40.790207,-73.954285,7,23.1,67.1,513,2208,662,103,6,0,0
10/23/2024_18:51:30,40.790253,-73.954285,7,23.2,66.8,506,3093,922,151,14,0,0
10/23/2024_18:51:35,40.790314,-73.954285,7,23.3,66.7,510,2709,829,126,12,0,0
10/23/2024_18:51:40,40.790359,-73.954224,7,23.3,66.8,533,2508,763,107,8,0,0
10/23/2024_18:51:45,40.790375,-73.954193,5,23.4,66.6,534,2262,689,66,1,0,0
10/23/2024_18:51:50,40.790405,-73.954193,7,23.5,66.5,545,2268,696,72,1,0,0
10/23/2024_18:51:55,40.790436,-73.954193,7,23.5,66.3,544,2358,734,90,2,0,0
10/23/2024_18:52:00,40.790466,-73.954163,7,23.6,66.3,531,2367,736,108,4,1,0
10/23/2024_18:52:05,40.790512,-73.954132,7,23.5,66.2,533,2475,764,107,4,2,1
10/23/2024_18:52:10,40.790558,-73.954102,7,23.6,66.1,537,2430,746,94,3,2,1
10/23/2024_18:52:15,40.790573,-73.954102,7,23.6,66.1,537,2508,768,88,3,1,1
10/23/2024_18:52:20,40.790619,-73.954071,7,23.6,65.9,537,2700,823,94,3,1,1
10/23/2024_18:52:25,40.790665,-73.954041,7,23.6,65.7,578,2793,844,95,2,0,0
10/23/2024_18:52:30,40.790695,-73.954010,7,23.7,65.6,576,2868,871,89,1,0,0
10/23/2024_18:52:35,40.790741,-73.953979,7,23.6,65.5,571,2787,858,84,2,1,0
10/23/2024_18:52:40,40.790787,-73.953979,7,23.5,65.5,556,2664,815,82,1,1,0
10/23/2024_18:52:45,40.790817,-73.953949,7,23.4,65.6,553,2724,840,90,1,1,0
10/23/2024_18:52:50,40.790878,-73.953888,7,23.3,65.8,520,2733,847,100,0,0,0
10/23/2024_18:52:55,40.790909,-73.953857,7,23.3,65.9,508,2670,824,108,1,1,0
10/23/2024_18:53:00,40.790970,-73.953796,7,23.2,65.9,500,2781,852,114,2,1,0
10/23/2024_18:53:05,40.791016,-73.953766,7,23.1,66.0,503,2703,823,122,2,1,0
10/23/2024_18:53:10,40.791031,-73.953735,7,23.0,66.1,507,2610,794,124,2,0,0
10/23/2024_18:53:15,40.791046,-73.953705,7,22.8,66.4,513,2343,727,106,1,0,0
10/23/2024_18:53:20,40.791077,-73.953613,7,22.6,66.6,514,2298,720,106,5,0,0
10/23/2024_18:53:25,40.791107,-73.953613,7,22.6,66.8,513,2328,724,116,9,0,0
10/23/2024_18:53:30,40.791138,-73.953552,7,22.7,66.8,512,2298,706,109,7,0,0
10/23/2024_18:53:35,40.791183,-73.953552,7,22.7,66.7,498,2163,664,102,6,0,0
10/23/2024_18:53:40,40.791245,-73.953522,7,22.7,66.7,493,2199,674,102,2,0,0
10/23/2024_18:53:45,40.791306,-73.953491,7,22.8,66.8,490,2133,662,98,0,0,0
10/23/2024_18:53:50,40.791351,-73.953491,7,22.8,66.6,489,2268,702,95,0,0,0
10/23/2024_18:53:55,40.791428,-73.953430,7,22.8,66.6,483,2226,678,76,0,0,0
10/23/2024_18:54:00,40.791489,-73.953400,6,22.9,66.8,483,2649,802,89,0,0,0
