datetime,lat,long,n_satellites,temp_C,rh,CO2_ppm,particles03um,particles05um,particles10um,particles25um,particles50um,particles100um
11/5/2024_23:04:36,40.638992,-74.003021,9,21.5,64.8,461,1239,386,45,1,0,0
11/5/2024_23:04:41,40.638931,-74.002960,8,21.4,64.9,469,1422,433,53,1,0,0
11/5/2024_23:04:46,40.638885,-74.002930,9,21.3,65.2,468,1347,408,59,1,0,0
11/5/2024_23:04:51,40.638840,-74.002838,9,21.3,65.3,467,1062,331,66,5,0,0
11/5/2024_23:04:56,40.638809,-74.002747,9,21.3,65.4,472,1131,351,73,6,0,0
11/5/2024_23:05:01,40.638763,-74.002686,9,21.1,65.3,473,1173,352,64,4,0,0
11/5/2024_23:05:06,40.638718,-74.002625,9,20.7,65.7,457,1209,359,56,3,1,1
11/5/2024_23:05:11,40.638687,-74.002563,9,20.5,66.0,458,1212,370,51,3,2,1
11/5/2024_23:05:16,40.638641,-74.002502,8,20.4,66.3,459,1227,381,55,3,3,1
11/5/2024_23:05:21,40.638596,-74.002441,9,20.4,66.5,463,1218,389,60,3,3,1
11/5/2024_23:05:26,40.638565,-74.002380,9,20.5,66.7,464,1257,403,58,2,2,0
11/5/2024_23:05:31,40.638535,-74.002289,9,20.5,66.7,463,1221,386,49,1,1,0
11/5/2024_23:05:36,40.638443,-74.002258,9,20.3,66.8,462,1170,361,47,1,0,0
11/5/2024_23:05:41,40.638412,-74.002228,9,20.3,66.8,457,1284,393,61,2,0,0
11/5/2024_23:05:46,40.638367,-74.002136,9,20.3,67.0,460,1320,405,67,3,0,0
11/5/2024_23:05:51,40.638336,-74.002014,9,20.4,67.1,460,1500,467,56,3,0,0
11/5/2024_23:05:56,40.638306,-74.001953,9,20.5,67.2,460,1422,440,62,2,0,0
11/5/2024_23:06:01,40.638290,-74.001892,9,20.6,67.3,460,1371,425,57,0,0,0
11/5/2024_23:06:06,40.638245,-74.001831,9,20.7,67.2,458,1254,383,60,0,0,0
11/5/2024_23:06:11,40.638214,-74.001801,9,20.7,67.2,459,1368,414,67,1,0,0
11/5/2024_23:06:16,40.638184,-74.001678,9,20.7,67.0,469,1392,421,71,1,0,0
11/5/2024_23:06:21,40.638153,-74.001617,9,20.7,67.0,476,1476,447,76,1,0,0
11/5/2024_23:06:26,40.638107,-74.001587,9,20.8,67.0,479,1530,464,75,1,0,0
11/5/2024_23:06:31,40.638046,-74.001556,9,20.8,67.0,482,1347,417,56,2,1,0
11/5/2024_23:06:36,40.638000,-74.001526,9,20.8,67.1,483,1356,409,44,2,1,0
11/5/2024_23:06:41,40.637970,-74.001465,9,20.8,67.0,482,1293,388,39,3,1,0
11/5/2024_23:06:46,40.637924,-74.001404,9,20.8,67.0,488,1272,383,41,2,1,0
11/5/2024_23:06:51,40.637878,-74.001343,9,20.7,66.9,491,1242,382,50,1,0,0
11/5/2024_23:06:56,40.637848,-74.001251,9,20.7,67.0,489,1329,420,60,0,0,0
11/5/2024_23:07:01,40.637802,-74.001160,9,20.6,67.1,489,1374,428,66,2,1,0
11/5/2024_23:07:06,40.637756,-74.001129,9,20.4,67.2,503,1563,485,65,3,2,1
11/5/2024_23:07:11,40.637711,-74.001099,9,20.5,67.5,503,1428,442,51,3,2,1
11/5/2024_23:07:16,40.637650,-74.000977,9,20.5,67.7,526,1347,423,52,1,1,1
11/5/2024_23:07:21,40.637619,-74.000885,9,20.5,67.8,525,1347,432,65,1,1,1
11/5/2024_23:07:26,40.637589,-74.000824,9,20.4,67.7,526,1233,394,61,0,0,0
11/5/2024_23:07:31,40.637558,-74.000793,9,20.4,67.8,524,1302,420,71,0,0,0
11/5/2024_23:07:36,40.637512,-74.000763,9,20.5,68.2,514,1266,398,54,0,0,0
11/5/2024_23:07:41,40.637482,-74.000671,9,20.6,68.3,511,1371,423,65,0,0,0
11/5/2024_23:07:46,40.637451,-74.000610,9,20.7,68.6,511,1161,355,43,0,0,0
11/5/2024_23:07:51,40.637421,-74.000549,9,20.8,68.6,456,1230,381,41,0,0,0
11/5/2024_23:07:56,40.637390,-74.000488,9,20.8,68.5,457,1053,318,39,0,0,0
11/5/2024_23:08:01,40.637360,-74.000397,9,20.8,68.4,458,1146,350,33,0,0,0
11/5/2024_23:08:06,40.637329,-74.000336,9,20.9,68.4,464,1200,360,46,1,0,0
11/5/2024_23:08:11,40.637283,-74.000275,9,20.8,68.2,470,1104,335,31,2,0,0
11/5/2024_23:08:16,40.637268,-74.000214,9,20.7,68.1,471,1119,340,47,3,0,0
11/5/2024_23:08:21,40.637253,-74.000122,9,20.6,68.1,475,1167,358,58,2,0,0
11/5/2024_23:08:26,40.637207,-74.000061,9,20.6,68.0,463,1188,361,69,2,0,0
11/5/2024_23:08:31,40.637161,-74.000031,9,20.5,68.0,465,1338,402,75,1,0,0
11/5/2024_23:08:36,40.637085,-74.000000,9,20.6,68.0,473,1272,387,78,1,1,1
11/5/2024_23:08:41,40.637054,-73.999939,9,20.6,68.0,473,1278,386,74,2,1,1
11/5/2024_23:08:46,40.637024,-73.999878,9,20.6,67.9,473,1341,402,72,2,1,1
11/5/2024_23:08:51,40.636993,-73.999786,9,20.4,67.8,471,1332,400,65,6,2,1
11/5/2024_23:08:56,40.636948,-73.999725,9,20.4,67.8,472,1362,406,65,5,1,0
11/5/2024_23:09:01,40.636917,-73.999603,9,20.3,67.8,487,1305,394,58,8,2,0
11/5/2024_23:09:06,40.636887,-73.999542,9,20.2,67.9,486,1188,365,56,8,3,0
11/5/2024_23:09:11,40.636841,-73.999451,10,20.1,68.0,488,1140,350,48,4,2,0
11/5/2024_23:09:16,40.636795,-73.999390,10,20.0,68.3,486,1122,343,61,1,1,0
11/5/2024_23:09:21,40.636765,-73.999359,10,20.0,68.5,479,1137,353,49,1,1,0
11/5/2024_23:09:26,40.636703,-73.999298,10,20.0,68.7,482,1158,359,63,1,1,0
11/5/2024_23:09:31,40.636688,-73.999176,10,20.2,68.6,507,1128,346,43,2,1,0
11/5/2024_23:09:36,40.636642,-73.999115,10,20.3,68.4,510,1095,330,38,1,0,0
11/5/2024_23:09:41,40.636597,-73.999054,9,20.4,68.3,507,1068,325,51,2,0,0
11/5/2024_23:09:46,40.636551,-73.999023,10,20.3,68.3,513,1029,318,45,3,1,1
11/5/2024_23:09:51,40.636505,-73.998962,10,20.3,68.4,513,1035,328,52,5,1,1
11/5/2024_23:09:56,40.636444,-73.998901,10,20.3,68.3,515,1005,314,43,5,1,1
11/5/2024_23:10:01,40.636398,-73.998840,10,20.4,68.4,513,972,299,43,4,0,0
11/5/2024_23:10:06,40.636337,-73.998810,9,20.6,68.6,510,945,287,29,3,0,0
11/5/2024_23:10:11,40.636292,-73.998749,10,20.6,68.5,500,933,284,39,4,0,0
11/5/2024_23:10:16,40.636276,-73.998657,10,20.6,68.6,501,1017,304,34,4,0,0
11/5/2024_23:10:21,40.636246,-73.998596,10,20.8,69.0,495,978,292,31,3,0,0
11/5/2024_23:10:26,40.636200,-73.998535,10,20.8,69.0,499,912,267,29,1,0,0
11/5/2024_23:10:31,40.636139,-73.998474,10,20.8,68.8,499,984,294,32,0,0,0
11/5/2024_23:10:36,40.636108,-73.998444,10,20.8,68.9,495,1020,312,34,1,1,0
11/5/2024_23:10:41,40.636063,-73.998383,10,20.8,68.8,493,1149,357,48,1,1,0
11/5/2024_23:10:46,40.636047,-73.998291,10,20.8,68.8,485,1254,384,53,2,1,0
11/5/2024_23:10:51,40.636032,-73.998230,10,20.7,68.7,486,1281,392,63,5,1,0
11/5/2024_23:10:56,40.636002,-73.998169,10,20.7,68.5,486,1338,417,64,7,1,0
11/5/2024_23:11:01,40.635956,-73.998169,10,20.5,68.4,475,1224,383,56,7,1,0
11/5/2024_23:11:06,40.635910,-73.998108,10,20.4,68.5,474,1149,358,46,6,1,0
11/5/2024_23:11:11,40.635864,-73.998047,10,20.3,68.6,431,1059,327,32,3,0,0
11/5/2024_23:11:16,40.635803,-73.998016,10,20.1,68.8,435,1011,313,34,4,0,0
11/5/2024_23:11:21,40.635773,-73.997955,9,20.2,69.0,438,1119,347,34,4,0,0
11/5/2024_23:11:26,40.635757,-73.997864,10,20.2,69.1,439,1104,345,29,1,0,0
11/5/2024_23:11:31,40.635727,-73.997803,10,20.2,69.2,439,1017,312,27,1,0,0
11/5/2024_23:11:36,40.635681,-73.997742,9,20.2,69.1,439,993,306,31,1,1,0
11/5/2024_23:11:41,40.635651,-73.997711,10,20.1,69.2,460,1044,315,37,2,2,0
11/5/2024_23:11:46,40.635620,-73.997620,10,20.1,69.4,468,1098,331,41,2,2,0
11/5/2024_23:11:51,40.635574,-73.997559,10,20.1,69.6,468,1002,300,38,2,2,0
11/5/2024_23:11:56,40.635544,-73.997528,10,20.0,69.7,467,957,288,32,1,0,0
11/5/2024_23:12:01,40.635529,-73.997467,10,19.9,69.7,467,996,307,34,2,1,1
11/5/2024_23:12:06,40.635483,-73.997437,10,19.9,69.8,467,1020,310,27,2,1,1
11/5/2024_23:12:11,40.635452,-73.997375,10,19.9,69.9,467,1137,348,35,3,1,1
11/5/2024_23:12:16,40.635422,-73.997314,10,19.8,70.0,470,1110,331,45,1,0,0
11/5/2024_23:12:21,40.635361,-73.997253,10,19.8,70.1,469,1095,330,49,1,0,0
11/5/2024_23:12:26,40.635330,-73.997162,10,19.8,70.2,493,1035,312,48,1,0,0
11/5/2024_23:12:31,40.635300,-73.997101,10,19.9,70.2,485,966,295,44,3,0,0
11/5/2024_23:12:36,40.635254,-73.997040,10,19.9,70.1,488,927,287,43,3,0,0
11/5/2024_23:12:41,40.635208,-73.996979,10,19.9,70.2,491,1038,310,44,2,0,0
11/5/2024_23:12:46,40.635178,-73.996887,10,19.9,70.2,489,1044,315,40,0,0,0
11/5/2024_23:12:51,40.635147,-73.996857,10,20.0,70.2,482,1098,327,51,0,0,0
11/5/2024_23:12:56,40.635101,-73.996796,10,20.0,70.2,483,1083,329,48,0,0,0
11/5/2024_23:13:01,40.635056,-73.996735,10,20.0,70.3,486,1059,331,47,1,0,0
11/5/2024_23:13:06,40.635025,-73.996704,10,20.0,70.3,496,1137,350,56,2,0,0
11/5/2024_23:13:11,40.634979,-73.996643,10,20.0,70.4,497,1134,355,44,3,0,0
11/5/2024_23:13:16,40.634918,-73.996582,10,20.1,70.6,497,1161,354,51,3,0,0
11/5/2024_23:13:21,40.634888,-73.996490,10,20.1,70.6,494,1173,355,49,4,1,0
11/5/2024_23:13:26,40.634827,-73.996429,10,20.2,70.5,494,7854,2482,690,69,1,0
11/5/2024_23:13:31,40.634796,-73.996368,10,20.1,70.3,495,1665,517,81,1,0,0
11/5/2024_23:13:32,40.634781,-73.996368,10,20.1,70.1,497,1197,373,57,1,0,0
11/5/2024_23:13:38,40.634689,-73.996246,8,20.1,70.1,497,1158,361,63,1,0,0
11/5/2024_23:13:43,40.634659,-73.996246,9,20.0,70.1,496,1128,352,63,2,1,0
11/5/2024_23:13:48,40.634674,-73.996063,10,20.0,70.1,491,1104,342,48,1,1,0
11/5/2024_23:13:53,40.634659,-73.996033,10,20.0,70.2,493,1089,341,38,2,1,0
11/5/2024_23:13:58,40.634674,-73.996002,9,20.0,70.1,556,1089,337,46,2,1,0
11/5/2024_23:14:03,40.634674,-73.996002,10,20.1,70.4,555,1023,319,39,1,0,0
11/5/2024_23:14:08,40.634613,-73.995911,10,20.3,70.9,537,1170,355,59,1,0,0
11/5/2024_23:14:13,40.634583,-73.995850,11,20.2,70.7,513,1335,412,58,5,2,0
11/5/2024_23:14:18,40.634567,-73.995789,11,20.0,70.6,514,1434,445,69,6,3,0
11/5/2024_23:14:23,40.634506,-73.995697,11,19.9,70.6,516,1314,412,66,6,3,0
11/5/2024_23:14:28,40.634460,-73.995667,11,19.9,70.6,515,1257,396,71,2,2,0
11/5/2024_23:14:33,40.634430,-73.995605,11,19.8,70.7,514,1137,348,65,1,0,0
11/5/2024_23:14:38,40.634399,-73.995575,11,19.6,70.8,513,1026,317,49,1,0,0
11/5/2024_23:14:43,40.634354,-73.995544,11,19.6,71.0,512,1137,347,51,4,1,0
11/5/2024_23:14:48,40.634293,-73.995514,11,19.5,71.1,511,1143,351,46,3,1,0
11/5/2024_23:14:53,40.634232,-73.995483,11,19.4,71.2,527,1170,348,44,4,2,0
11/5/2024_23:14:58,40.634186,-73.995392,11,19.3,71.3,524,1164,355,57,1,1,0
11/5/2024_23:15:03,40.634140,-73.995361,11,19.5,71.6,524,1146,342,55,1,1,0
11/5/2024_23:15:08,40.634094,-73.995270,10,19.5,71.7,520,1254,373,60,1,1,0
11/5/2024_23:15:13,40.634094,-73.995178,10,19.6,71.7,521,1212,362,55,1,0,0
11/5/2024_23:15:18,40.634064,-73.995117,10,19.7,71.6,521,1245,372,51,4,1,0
11/5/2024_23:15:23,40.634064,-73.995056,11,19.7,71.6,521,1200,371,39,5,1,0
11/5/2024_23:15:28,40.634064,-73.995026,11,19.8,71.6,517,1359,423,71,5,1,0
11/5/2024_23:15:33,40.634064,-73.995026,11,19.9,71.6,518,1302,392,64,4,0,0
11/5/2024_23:15:38,40.634064,-73.995026,11,20.2,72.1,526,1464,445,83,6,0,0
11/5/2024_23:15:43,40.634064,-73.995026,11,20.4,72.0,526,1371,414,79,7,0,0
11/5/2024_23:15:48,40.634048,-73.994995,11,20.5,71.8,526,1371,423,68,3,0,0
11/5/2024_23:15:53,40.634003,-73.994965,11,20.5,71.3,539,1356,415,64,2,0,0
11/5/2024_23:15:58,40.633972,-73.994904,11,20.3,71.0,539,1353,416,44,0,0,0
11/5/2024_23:16:03,40.633942,-73.994843,11,20.1,70.9,541,1422,439,46,1,0,0
11/5/2024_23:16:08,40.633896,-73.994781,11,20.0,71.0,543,1401,433,53,2,0,0
11/5/2024_23:16:13,40.633865,-73.994751,10,20.0,71.0,536,1347,424,53,2,0,0
11/5/2024_23:16:18,40.633820,-73.994690,11,20.1,71.2,529,1161,366,51,1,0,0
11/5/2024_23:16:23,40.633774,-73.994659,11,20.1,71.3,529,1179,376,44,1,0,0
11/5/2024_23:16:28,40.633728,-73.994598,11,20.1,71.2,527,1206,375,56,1,0,0
11/5/2024_23:16:33,40.633698,-73.994537,11,20.2,71.1,526,1344,419,69,1,0,0
11/5/2024_23:16:38,40.633652,-73.994476,11,20.0,70.9,532,1251,383,64,1,0,0
11/5/2024_23:16:43,40.633606,-73.994415,11,19.9,70.9,531,1098,340,45,1,0,0
11/5/2024_23:16:48,40.633575,-73.994354,11,19.8,71.0,527,1197,361,55,3,0,0
11/5/2024_23:16:53,40.633545,-73.994263,11,19.7,71.0,528,1299,398,81,5,1,0
11/5/2024_23:16:58,40.633530,-73.994202,11,19.7,71.1,528,1218,379,63,8,1,0
11/5/2024_23:17:03,40.633469,-73.994110,11,19.6,71.2,501,1284,402,61,12,2,0
11/5/2024_23:17:08,40.633438,-73.994080,11,19.7,71.5,505,1287,397,65,9,1,0
11/5/2024_23:17:13,40.633423,-73.994080,11,19.7,71.6,506,1266,390,79,5,2,0
11/5/2024_23:17:18,40.633453,-73.994110,11,19.8,71.6,506,1275,397,87,4,1,0
11/5/2024_23:17:23,40.633423,-73.994080,11,19.8,71.4,505,1239,387,77,5,3,0
11/5/2024_23:17:28,40.633362,-73.994049,10,19.8,71.2,503,1287,399,69,4,2,0
11/5/2024_23:17:33,40.633331,-73.993958,11,19.8,71.1,500,1263,389,66,4,2,0
11/5/2024_23:17:38,40.633316,-73.993896,11,19.9,71.2,488,1359,413,73,4,2,0
11/5/2024_23:17:45,40.633316,-73.993744,10,20.0,71.2,492,1410,429,61,0,0,0
11/5/2024_23:17:50,40.633286,-73.993713,10,20.1,71.2,494,1458,449,54,0,0,0
11/5/2024_23:17:55,40.633194,-73.993683,11,20.2,71.1,477,1299,405,42,0,0,0
11/5/2024_23:18:00,40.633179,-73.993744,11,20.3,71.0,410,1221,385,45,1,0,0
11/5/2024_23:18:05,40.633118,-73.993774,11,20.3,70.8,413,1329,414,55,2,0,0
11/5/2024_23:18:10,40.633072,-73.993835,10,20.3,70.5,437,1434,444,68,3,0,0
11/5/2024_23:18:15,40.633026,-73.993866,11,20.2,70.5,448,1491,454,67,3,1,1
11/5/2024_23:18:20,40.632996,-73.993927,11,20.1,70.5,452,1521,457,87,6,4,1
11/5/2024_23:18:25,40.632950,-73.993958,11,20.1,70.5,457,1479,441,83,5,4,1
11/5/2024_23:18:30,40.632919,-73.994049,10,20.1,70.4,479,1380,414,82,7,4,0
11/5/2024_23:18:35,40.632904,-73.994141,11,20.1,70.4,532,1335,396,69,7,4,0
11/5/2024_23:18:40,40.632874,-73.994171,10,20.1,70.4,551,1230,367,52,4,1,0
11/5/2024_23:18:45,40.632828,-73.994232,10,20.1,70.4,549,1296,386,60,4,1,0
11/5/2024_23:18:50,40.632782,-73.994263,11,20.0,70.5,515,1290,389,49,1,0,0
11/5/2024_23:18:55,40.632721,-73.994293,11,20.1,70.7,515,1353,418,56,1,0,0
11/5/2024_23:19:00,40.632675,-73.994324,11,20.3,70.8,515,1326,415,58,2,0,0
11/5/2024_23:19:05,40.632629,-73.994354,11,20.5,70.8,515,1218,386,44,2,0,0
11/5/2024_23:19:10,40.632584,-73.994415,11,20.6,70.9,516,1191,379,57,4,0,0
11/5/2024_23:19:15,40.632553,-73.994446,11,20.6,70.9,515,1242,395,55,3,0,0
11/5/2024_23:19:20,40.632507,-73.994446,11,20.6,70.5,512,1359,434,74,5,3,0
11/5/2024_23:19:25,40.632462,-73.994476,11,20.6,70.4,513,1377,437,64,4,3,0
11/5/2024_23:19:30,40.632401,-73.994537,10,20.7,70.8,512,1419,446,72,3,3,0
11/5/2024_23:19:35,40.632370,-73.994568,11,20.6,70.9,508,1428,446,67,1,0,0
11/5/2024_23:19:40,40.632278,-73.994598,11,20.4,70.8,528,1473,453,64,1,0,0
11/5/2024_23:19:45,40.632202,-73.994659,10,20.3,70.8,527,1569,474,71,2,0,0
11/5/2024_23:19:50,40.632172,-73.994720,10,20.2,70.9,527,1437,433,66,2,0,0
11/5/2024_23:19:55,40.632141,-73.994781,11,20.1,71.0,534,1401,425,77,4,0,0
11/5/2024_23:20:00,40.632095,-73.994843,11,20.1,71.0,532,1452,452,91,5,0,0
11/5/2024_23:20:05,40.632050,-73.994873,11,20.1,71.0,539,1635,507,79,8,0,0
11/5/2024_23:20:10,40.632004,-73.994904,10,20.1,71.1,538,1599,497,80,6,0,0
11/5/2024_23:20:15,40.631973,-73.994934,10,20.1,71.0,537,1494,447,52,6,3,1
11/5/2024_23:20:20,40.631958,-73.994965,10,20.0,71.0,536,1323,389,50,3,3,1
11/5/2024_23:20:25,40.631882,-73.995056,11,20.0,71.0,535,1419,420,56,3,3,1
11/5/2024_23:20:30,40.631805,-73.995117,11,19.9,70.9,523,1392,417,56,9,3,1
11/5/2024_23:20:35,40.631775,-73.995148,11,20.0,71.0,491,1563,466,72,6,0,0
